UMAP1	y_distribution	Mitocheck_Phenotypic_Class
6.3147445	0.5232480534666997	Polylobed
5.16092	0.09394051075844168	Polylobed
-3.1711159	0.5759464955561793	Polylobed
10.349653	0.9292961975762141	Interphase
12.370863	0.31856895245132366	Metaphase
-5.8915505	0.6674103799636817	Polylobed
-5.8854094	0.13179786240439217	Polylobed
-5.963112	0.7163272041185655	Polylobed
14.1784725	0.2894060929472011	Metaphase
-5.9048085	0.18319136200711683	Polylobed
-2.5132551	0.5865129348100832	Binuclear
-2.4159567	0.020107546187493552	Binuclear
14.121753	0.8289400292173631	MetaphaseAlignment
-2.7053604	0.004695476192547066	Binuclear
-2.4368794	0.6778165367962301	Binuclear
-5.7917075	0.27000797319216485	Polylobed
-5.8185453	0.7351940221225949	Polylobed
9.4396515	0.9621885451174382	Metaphase
9.456206	0.24875314351995803	Metaphase
-3.0953712	0.5761573344178369	Large
-4.636796	0.592041931271839	Large
-3.3120592	0.5722519057908734	Polylobed
-3.6600552	0.2230816326406183	Polylobed
-6.0674815	0.952749011516985	Polylobed
-5.723757	0.44712537861762736	Large
-5.7949624	0.8464086724711278	Large
-5.775054	0.6994792753175043	Large
-5.9366827	0.29743695085513366	Large
-5.9721074	0.8137978197024772	Large
-6.212404	0.39650574084698464	Polylobed
-6.1556273	0.8811031971111616	Polylobed
-6.1264963	0.5812728726358587	Polylobed
7.101609	0.8817353618548528	Artefact
-6.078765	0.6925315900777659	Polylobed
-6.1995506	0.7252542798196405	Polylobed
-3.5368052	0.5013243819267023	Artefact
-6.131992	0.9560836347232239	Polylobed
-3.5536563	0.6439901992296374	Artefact
-4.215349	0.4238550485581797	Artefact
1.664766	0.6063932141279244	Polylobed
0.34975076	0.019193198309333526	Interphase
1.9314305	0.30157481667454933	Polylobed
-4.3376293	0.660173537492685	Interphase
-0.95162207	0.29007760721044407	Polylobed
-1.0287273	0.6180154289988415	Polylobed
-6.1090875	0.42876870094576613	Polylobed
-1.439101	0.13547406422245023	Binuclear
-6.105708	0.29828232595603077	Polylobed
-6.083616	0.5699649107012649	Polylobed
-6.0571923	0.5908727612481732	Polylobed
-2.194166	0.5743252488495788	Binuclear
-2.197468	0.6532008198571336	Polylobed
-2.954754	0.6521032700016889	Polylobed
-3.497874	0.43141843543397396	Polylobed
-6.1604867	0.896546595851063	Polylobed
9.983681	0.36756187004789653	Large
9.674417	0.4358649252656268	Large
-4.5193043	0.8919233550156721	Artefact
-4.2853866	0.8061939890460857	Artefact
-4.3642554	0.7038885835403663	Artefact
6.2625394	0.10022688731230112	Artefact
-4.7014036	0.9194826137446735	Artefact
-4.12227	0.7142412995491114	Artefact
-4.39106	0.9988470065678665	Artefact
-4.3323383	0.14944830465799375	Artefact
-4.2202463	0.8681260573682142	Artefact
-4.2748895	0.16249293467637482	Artefact
-6.1132216	0.6155595642838442	Polylobed
-6.02519	0.12381998284944151	Polylobed
-6.250376	0.8480082293222344	Polylobed
-4.0892515	0.8073189587250107	Artefact
-6.217051	0.5691007386145933	Polylobed
-6.239643	0.40718329722599966	Polylobed
-2.7598915	0.06916699545513805	Polylobed
-2.545833	0.6974287731445636	Polylobed
-2.7218835	0.45354268267806885	Polylobed
1.4711748	0.7220555994703479	Polylobed
8.352538	0.8663823259286292	Metaphase
11.827969	0.9755215050028858	Metaphase
13.719217	0.855803342392611	MetaphaseAlignment
9.413107	0.011714084185001972	MetaphaseAlignment
9.574092	0.3599780644783639	Polylobed
9.577627	0.729990562424058	Polylobed
13.528788	0.17162967726144052	MetaphaseAlignment
-3.7482395	0.5210366062041293	Polylobed
6.4870296	0.05433798833925363	Polylobed
-3.7670283	0.19999652489640007	Polylobed
-3.8736508	0.01852179446061397	Polylobed
13.122848	0.7936977033574206	MetaphaseAlignment
9.356839	0.22392468806038013	MetaphaseAlignment
9.80283	0.3453516806969027	Large
7.947517	0.9280812934655909	Polylobed
7.866554	0.7044144019235328	Polylobed
-5.3548574	0.03183892953130785	Binuclear
-5.2036333	0.16469415649791275	Binuclear
-5.8412147	0.6214784014997635	Polylobed
-5.8241005	0.5772285886041676	Polylobed
13.190508	0.23789282137450862	Prometaphase
-5.6769247	0.9342139979247938	Polylobed
-5.982045	0.613965955965896	Polylobed
-4.590008	0.5356328030249583	Polylobed
-6.197586	0.589909976354571	Polylobed
-6.156628	0.7301220295167696	Polylobed
-5.2457585	0.31194499547960186	Polylobed
-5.342562	0.3982210622160919	Polylobed
13.637526	0.20984374897512215	MetaphaseAlignment
13.910844	0.18619300588033616	MetaphaseAlignment
-5.026124	0.9443723899839336	Large
-4.9280605	0.7395507950492876	Large
-5.5479846	0.4904588086175671	Large
9.315415	0.22741462797332324	MetaphaseAlignment
9.223003	0.25435648177039294	MetaphaseAlignment
11.539782	0.05802916032387562	Metaphase
11.562316	0.4344166255581208	Metaphase
7.3446336	0.3117958819941026	Artefact
-0.0150256315	0.6963434888154595	Artefact
9.631929	0.3777518392924809	Metaphase
9.196466	0.1796036775596348	Metaphase
-5.2358046	0.02467872839133123	Artefact
-5.374504	0.06724963146324858	Artefact
-4.150786	0.6793927734985673	Artefact
-4.9034386	0.4536968445560453	Artefact
-5.192016	0.5365792111087222	Metaphase
10.244491	0.8966712930403421	MetaphaseAlignment
-3.5625074	0.9903389473967044	Large
-6.0742702	0.21689698439847394	Polylobed
10.418693	0.6630782031001008	MetaphaseAlignment
-6.058096	0.26332237673715064	Polylobed
-6.002243	0.02065099946572868	Polylobed
-3.7626414	0.7583786538361414	Polylobed
-5.8529625	0.32001715082246784	Polylobed
-3.7610774	0.38346389417189797	Polylobed
-3.7093441	0.5883171135536057	Polylobed
-3.8128488	0.8310484552361904	Polylobed
-4.5291357	0.6289818435911487	Large
9.213108	0.8726506554473953	Polylobed
8.466719	0.27354203481563577	Large
8.660996	0.7980468339125637	Metaphase
7.820347	0.1856359443059522	Artefact
7.718887	0.9527916569719446	Artefact
7.7404413	0.6874882763878153	Artefact
9.189223	0.21550767711355845	Metaphase
8.793597	0.9473705904889242	Artefact
8.742666	0.7308558067701578	Metaphase
8.794576	0.25394164259502583	Artefact
8.688946	0.21331197736748198	Metaphase
-6.234308	0.5182007139306632	Polylobed
-6.274695	0.025662718054531575	Polylobed
6.9276466	0.2074700754411094	Artefact
-6.2114983	0.42468546875150626	Polylobed
6.8803487	0.37416998033422555	Artefact
7.4545794	0.4635754243648107	Artefact
-6.2354517	0.2776287062947319	Polylobed
7.023982	0.5867843464581688	Artefact
7.153783	0.8638556059232314	Artefact
6.444678	0.11753185596203308	Artefact
7.070881	0.5173791071541142	Artefact
-2.1326838	0.1320681063451533	Polylobed
-2.12698	0.7168596811925937	Polylobed
7.119784	0.39605970280729375	Artefact
9.654469	0.565421311858509	Artefact
9.589535	0.18327983621407862	Artefact
7.8789344	0.14484775934337724	Artefact
-2.1954713	0.48805628064895457	Polylobed
1.9625448	0.3556127378499556	Polylobed
1.7721457	0.940431945252813	Polylobed
8.083367	0.7653252538069653	Artefact
7.999783	0.7486636198505473	Artefact
7.648215	0.9037197397459334	Artefact
7.7238445	0.08342243544201855	Artefact
1.743483	0.5521924699224066	Polylobed
9.21075	0.5844760689557689	Metaphase
9.324499	0.961936378547229	Metaphase
7.6988373	0.29214752679254885	Artefact
1.7528954	0.24082877991544682	Polylobed
7.673036	0.10029394226549782	Artefact
1.919383	0.016429629591474204	Polylobed
7.593922	0.9295293167921905	Artefact
7.6214204	0.66991654659091	Artefact
7.520944	0.7851529120231378	Artefact
7.714098	0.2817301057539491	Artefact
9.799995	0.5864101661863267	Artefact
5.0075827	0.06395526612098112	MetaphaseAlignment
-0.9961272	0.4856275959346229	Polylobed
-0.9836261	0.9774951397444468	Polylobed
-0.94161266	0.8765052453165908	Polylobed
8.511066	0.33815895183684563	Metaphase
-6.3087	0.9615701545414985	Polylobed
-6.262992	0.2317016264712045	Polylobed
-6.375045	0.9493188224156814	Polylobed
-6.234981	0.9413777047064986	Polylobed
-6.270399	0.7992025873523917	Polylobed
7.3065224	0.6304479368667911	Artefact
-6.967111	0.874287966624947	Polylobed
-6.9566813	0.2930202845077967	Polylobed
-6.978067	0.8489435553129182	Polylobed
-6.961561	0.6178766919175238	Polylobed
-3.2267559	0.01323685775889949	Large
-5.700619	0.34723351793221957	Large
8.439086	0.14814086094816503	Large
-6.193547	0.9818293898182532	Polylobed
-6.170065	0.47837030703998806	Polylobed
-6.117504	0.4973913654986627	Polylobed
-6.049613	0.6394725163987236	Polylobed
-2.1905081	0.3685846061296175	Polylobed
-2.1669748	0.13690027168559893	Polylobed
-2.2289634	0.8221177331942455	Polylobed
-2.2189977	0.18984791190275796	Polylobed
-2.2400846	0.511318982546456	Polylobed
1.6999029	0.22431702897473926	Polylobed
1.673464	0.09784448449403405	Polylobed
1.9343344	0.8621915174216833	Polylobed
-0.93588245	0.9729194890231303	Polylobed
-0.95844996	0.9608346580630002	Polylobed
-0.97441816	0.906555499221179	Polylobed
-6.419367	0.7740473326986388	Polylobed
-6.443301	0.3331451520286419	Polylobed
-6.386738	0.08110138998799676	Polylobed
-6.4104557	0.40724117141380733	Polylobed
-6.3869863	0.23223414217094274	Polylobed
-6.9288883	0.13248763475798297	Polylobed
-6.9216003	0.05342718178682526	Polylobed
-6.9689145	0.7255943642105788	Polylobed
-6.957278	0.011427458625031028	Polylobed
10.349355	0.7705807485027762	Artefact
8.835937	0.14694664540037505	Artefact
-4.2443185	0.07952208258675575	Artefact
7.889219	0.08960303423860538	Artefact
9.015814	0.6720478073539145	Artefact
7.732402	0.24536720985284477	Artefact
9.671546	0.42053946668009845	Artefact
7.9985347	0.5573687913239169	Artefact
7.939094	0.8605511738287938	Artefact
-6.3764296	0.7270442627113283	Polylobed
-6.207442	0.27032790523871464	Polylobed
-5.5475764	0.1314827992911276	Interphase
9.231848	0.05537432042119794	MetaphaseAlignment
-3.2935054	0.3015986344809425	Polylobed
-3.7063506	0.26211814923967824	Polylobed
-3.429597	0.45614056680047965	Polylobed
-3.8054023	0.6832813355476804	Polylobed
9.810075	0.6956254456388572	MetaphaseAlignment
2.6042628	0.28351884658216664	Binuclear
2.4267209	0.3799269559001205	Binuclear
7.6061463	0.18115096173690304	Polylobed
8.324001	0.7885455123065187	Polylobed
7.537955	0.0568480764332403	Polylobed
1.987085	0.6969972417249873	Polylobed
2.1917422	0.7786953959411034	Polylobed
5.7260895	0.7774075618487531	Polylobed
1.4401226	0.25942256434535493	Polylobed
2.274756	0.37381313793256143	Polylobed
2.4661925	0.587599635196389	Polylobed
-0.0142452065	0.272821902424467	Polylobed
-0.032700043	0.3708527992178887	Polylobed
-0.017721366	0.19705428018563964	Polylobed
0.057529796	0.4598558837560074	Polylobed
0.0022720385	0.044612301254114084	Polylobed
10.07249	0.799795884570618	Polylobed
9.720693	0.07695644698663273	Polylobed
0.59508485	0.518835148831526	Polylobed
-0.59475386	0.3068100995451961	Polylobed
0.9510817	0.5775429488313755	Polylobed
-1.5990885	0.9594333408334251	Polylobed
1.2914482	0.6455702444560039	Polylobed
0.1290846	0.03536243575549092	Binuclear
0.43877488	0.43040243950806123	Binuclear
2.8472085	0.5100168523182502	Polylobed
2.9508855	0.536177494703452	Polylobed
2.9114935	0.6813925106038379	Polylobed
2.91192	0.2775960977317661	Polylobed
-1.9306597	0.1288605654663202	Binuclear
-1.8945986	0.39267567654709434	Binuclear
-1.9444525	0.9564057227959488	Polylobed
-2.1055489	0.18713089175084474	Polylobed
-1.9802853	0.903983954928237	Polylobed
-1.6187744	0.5438059500773263	Polylobed
-1.5947088	0.4569114216457658	Polylobed
-1.6293671	0.8820414102298896	Polylobed
-1.5449119	0.45860396176858587	Polylobed
-1.4581743	0.7241676366115433	Polylobed
-1.6751205	0.399025321703102	Polylobed
-1.6173016	0.9040443929009577	Polylobed
-1.6054939	0.6900250201912274	Polylobed
-1.6311435	0.6996220542505167	Polylobed
10.46454	0.3277204015571189	Elongated
1.6090095	0.7567786427368892	Polylobed
1.5116131	0.6360610554471413	Polylobed
1.5118726	0.24002027337970955	Polylobed
1.5884736	0.16053882248525642	Polylobed
1.8605596	0.7963914745173317	Polylobed
1.5661149	0.9591666030352225	Polylobed
2.5071347	0.45813882726004285	Binuclear
2.4530122	0.5909841653236849	Binuclear
1.43648	0.8577226441935546	Binuclear
3.0124137	0.45722345335385706	Binuclear
2.3140168	0.9518744768327362	Polylobed
2.503229	0.5757511620448724	Polylobed
-0.099037714	0.820767120701315	Polylobed
-0.20846838	0.9088437184127384	Polylobed
-2.271131	0.8155238187685688	Polylobed
-1.9272963	0.15941446344895593	Polylobed
-0.10312254	0.6288984390617004	Polylobed
1.2143236	0.3984342586196771	Polylobed
-0.062403195	0.0627129520233457	Polylobed
0.82763374	0.42403225188984195	Polylobed
1.3439931	0.2586840668894077	Binuclear
1.3996035	0.8490383084285108	Binuclear
-0.2760603	0.03330462654669619	Polylobed
1.4083074	0.9589827218634736	Polylobed
-0.385151	0.3553688484719296	Polylobed
0.8147386	0.3567068904025429	Polylobed
10.011698	0.01632850268370789	Binuclear
0.3966048	0.18523232523618394	Binuclear
-4.4672937	0.4012595008036087	Binuclear
2.1291723	0.9292914173027139	Binuclear
1.6207908	0.09961493022127133	Binuclear
0.93535715	0.9453015334790795	Binuclear
14.694672	0.8694885305466322	Artefact
10.05002	0.4541623969075518	Apoptosis
14.762385	0.32670088176826007	Artefact
-0.4544839	0.23274412927905685	Binuclear
1.041273	0.6144647064768743	Binuclear
-1.9040376	0.03307459147550562	Polylobed
-1.8680297	0.015606064446828216	Polylobed
-1.8341812	0.42879572249823783	Polylobed
-1.8544039	0.0680740739747202	Polylobed
-1.5461501	0.2519409882460929	Polylobed
-1.6881883	0.22116091534608384	Polylobed
-1.6737722	0.2531911937228519	Polylobed
-1.6514882	0.13105523121525775	Polylobed
-1.5184423	0.01203622289765427	Polylobed
-1.6430222	0.11548429713874808	Polylobed
-1.5778027	0.6184802595127479	Polylobed
-1.613346	0.9742562128180503	Polylobed
11.794662	0.9903450015608939	UndefinedCondensed
12.329601	0.4090540953730616	Interphase
4.447907	0.16295442604660537	MetaphaseAlignment
12.28331	0.6387617573665293	MetaphaseAlignment
2.9858837	0.49030534654873714	Polylobed
0.93335533	0.9894097772844315	Polylobed
2.3942447	0.0653042071517802	Binuclear
0.9477659	0.7832344383138131	Polylobed
2.3779204	0.2883984973314939	Binuclear
1.9205502	0.241418620076574	Binuclear
2.8333108	0.662504571532676	Binuclear
3.0000904	0.24606318499096447	Binuclear
-1.6884434	0.6658591175591877	Binuclear
-1.9092908	0.5173085172022888	Binuclear
1.8344715	0.4240889884358493	Binuclear
1.5564935	0.554687808661419	Binuclear
1.9618671	0.28705151991962974	Artefact
1.9565095	0.7065747062729789	Artefact
2.0674887	0.414856869333564	Artefact
-0.35488424	0.36054556048589226	Binuclear
1.4219342	0.8286569145557378	Binuclear
2.0478563	0.9249669119531921	Binuclear
-0.5969379	0.046007310887296926	Binuclear
14.138541	0.2326269928297655	MetaphaseAlignment
14.070833	0.34851936949256324	Binuclear
1.2619698	0.8149664793702474	Polylobed
10.145891	0.9854914276432976	Binuclear
13.8981495	0.9689717046703518	Binuclear
-4.5859222	0.9049483455499269	Binuclear
2.861519	0.2965562650640299	Polylobed
2.8606682	0.9920112434144741	Polylobed
1.1168013	0.2494200410564512	Binuclear
1.1414781	0.1059061548822322	Binuclear
2.033594	0.9509526110553941	Polylobed
2.0527759	0.2334202554680963	Polylobed
1.6684144	0.6897682650777505	Polylobed
-2.6111856	0.05835635898058866	Binuclear
1.9716467	0.7307090991274762	Polylobed
-2.8696992	0.8817202123338397	Binuclear
6.995342	0.2724368954659625	Binuclear
0.8269312	0.37905689607742854	Binuclear
11.321589	0.3742961833209161	Prometaphase
12.554176	0.7487882575401331	Prometaphase
11.051084	0.23780724253903884	Prometaphase
12.108246	0.171853099047643	Prometaphase
13.25979	0.4492916486877381	Prometaphase
11.510959	0.3044684073773195	Prometaphase
13.199712	0.8391891222586524	Prometaphase
11.856732	0.23774182601563876	Prometaphase
12.450613	0.5023894574892614	Prometaphase
7.074538	0.9425835996979304	Artefact
7.132396	0.6339976977446607	Artefact
9.106991	0.8672894054624648	Artefact
8.945024	0.9402096893547673	Artefact
8.992527	0.7507648618863519	Artefact
12.489344	0.6995750602247514	Artefact
2.839991	0.9679655666042271	Artefact
2.8034685	0.9944007896476794	Artefact
2.7913165	0.45182168266975964	Artefact
2.7791665	0.07086977818420837	Artefact
7.161984	0.29279403144051885	Artefact
7.08559	0.15235470568773046	Artefact
14.070464	0.4174863747960118	Prometaphase
12.96127	0.13128932847325603	Prometaphase
13.092492	0.604117804020882	Prometaphase
14.059921	0.3828080591578541	Prometaphase
4.8210516	0.89538588428821	Prometaphase
12.764478	0.9677946717985019	Prometaphase
12.540945	0.5468849016694222	Prometaphase
12.327305	0.2748235698675966	Prometaphase
9.633961	0.5922304187618368	Prometaphase
12.7862835	0.8967611582244098	Prometaphase
12.787934	0.4067333458357483	Prometaphase
10.892351	0.5520782766919708	Prometaphase
10.794381	0.2716527676061459	Prometaphase
12.036967	0.455444149450027	Prometaphase
11.474586	0.40171353537959864	Prometaphase
11.766474	0.24841346508297102	Prometaphase
14.055191	0.5058663838253084	Prometaphase
-2.3183239	0.3103808259798114	Large
1.9413948	0.37303486388074747	Large
1.91875	0.5249704422542643	Large
9.2868805	0.7505950229289875	Large
0.12007701	0.3335074657912753	Binuclear
1.5131099	0.9241587666207636	Binuclear
0.5805236	0.8623185468359024	Binuclear
-1.1616166	0.04869029597552854	Polylobed
-0.28294516	0.25364252425682277	Polylobed
-1.054877	0.4461355126592019	Polylobed
-1.0317788	0.10462788874247408	Polylobed
0.108046584	0.3484759890334971	Polylobed
-0.07574428	0.7400975256176825	Polylobed
-0.26907676	0.6805144811428259	Polylobed
-0.3338773	0.6223844285660048	Polylobed
-2.6661413	0.7105284027223456	Polylobed
-2.6150956	0.20492368695970176	Polylobed
-2.610284	0.3416981148647321	Polylobed
0.2756647	0.6762424822774629	Polylobed
0.2623048	0.8792347630313271	Polylobed
0.21714903	0.5436780538280952	Polylobed
0.23207967	0.2826996509455366	Polylobed
0.27650064	0.03023525800598259	Polylobed
1.2537247	0.7103368289742134	Large
-0.2903597	0.007884103508440377	Polylobed
-0.32143876	0.3726790698209955	Polylobed
-0.16720715	0.5305372145627818	Polylobed
-1.1054567	0.922111461767193	Polylobed
-2.4297428	0.08949454503290011	Polylobed
10.8207245	0.4059423219682837	Metaphase
11.162061	0.024313199710157773	Interphase
10.235113	0.3426109843415903	Interphase
1.1993842	0.6222310588397949	Binuclear
1.1821089	0.2790679482285984	Binuclear
1.6455542	0.2097499496556351	Large
1.7814653	0.11570323332709365	Interphase
-0.33843833	0.5771402440203418	Interphase
12.343606	0.695270005904686	Interphase
7.49559	0.6719571405958223	Interphase
-4.0838313	0.9488610207205074	Interphase
1.1132586	0.0027032138935026984	Interphase
-4.067688	0.647196653894036	Binuclear
0.7176855	0.6003922370976396	Interphase
-4.0496492	0.5887396099702882	Binuclear
10.380365	0.9627703198402424	Interphase
14.551394	0.016871673370039697	Metaphase
14.16718	0.6964824307014501	Metaphase
14.790142	0.8136786497018634	MetaphaseAlignment
13.845781	0.5098071966215841	MetaphaseAlignment
10.942784	0.33396486959680916	MetaphaseAlignment
13.299221	0.7908401632274049	MetaphaseAlignment
9.348252	0.09724292563242465	SmallIrregular
9.504175	0.44203563772992527	SmallIrregular
8.770857	0.5199523745708382	SmallIrregular
10.4307995	0.6939564109345475	SmallIrregular
8.342732	0.09088573203240946	SmallIrregular
0.3520726	0.22775950153786095	SmallIrregular
8.421112	0.41030156269012563	SmallIrregular
13.49102	0.6232946730201306	Apoptosis
9.725421	0.8869607812174175	Hole
8.283518	0.6188261682413765	SmallIrregular
11.282573	0.13346147093493443	SmallIrregular
9.086276	0.9805801327872824	SmallIrregular
9.116543	0.8717857347554929	SmallIrregular
10.167296	0.502720761145324	SmallIrregular
8.49504	0.922347981796633	SmallIrregular
8.69901	0.5413807937571358	Folded
8.680798	0.9233060678891631	SmallIrregular
8.648732	0.8298973686033432	SmallIrregular
8.83894	0.9682864102942973	UndefinedCondensed
10.770858	0.9197828107781584	SmallIrregular
-5.014121	0.03603381742856948	Folded
-5.017523	0.17477200416093996	Folded
10.861732	0.38913467710118577	SmallIrregular
8.474019	0.9521426972954208	SmallIrregular
8.417787	0.3000289194759296	SmallIrregular
8.32699	0.16046764388760104	SmallIrregular
8.426648	0.8863046660865599	SmallIrregular
8.28663	0.4463944154832029	SmallIrregular
8.324978	0.9078755943543261	SmallIrregular
11.484546	0.16023046632014326	Hole
11.593667	0.6611175115080995	UndefinedCondensed
9.518745	0.4402637528294918	Hole
10.26581	0.0764867690302854	Hole
2.0894804	0.6964631446525006	Folded
8.237247	0.2473987555391537	SmallIrregular
7.941703	0.039615522579517726	SmallIrregular
10.6458845	0.05994429824957326	SmallIrregular
9.326239	0.06107853706678734	SmallIrregular
10.393795	0.9077329574850395	SmallIrregular
9.63303	0.739883917829101	SmallIrregular
10.668016	0.8980623572137351	SmallIrregular
9.978618	0.6725823112965214	SmallIrregular
8.370239	0.5289399290308832	SmallIrregular
8.273511	0.30444636434737826	SmallIrregular
9.646541	0.9979622513286734	Hole
9.675817	0.36218905893938935	Hole
9.293553	0.47064894921390954	Hole
9.199277	0.37824517492346177	SmallIrregular
8.911074	0.9795269293354586	SmallIrregular
8.486193	0.17465838539500578	SmallIrregular
8.399682	0.32798800090807967	SmallIrregular
8.910688	0.6803486660150015	UndefinedCondensed
10.460359	0.06320761833863064	SmallIrregular
8.327134	0.607249374011541	SmallIrregular
8.375337	0.4776465028764161	SmallIrregular
8.396564	0.2839999767621011	SmallIrregular
8.239327	0.238413280924058	SmallIrregular
8.544875	0.5145127432987567	SmallIrregular
8.457943	0.36792758053704133	SmallIrregular
10.66467	0.45651989126265535	SmallIrregular
9.029832	0.3374773817642399	SmallIrregular
8.790636	0.9704936935959776	SmallIrregular
8.806567	0.13343943174560402	UndefinedCondensed
9.244445	0.0968039531783742	MetaphaseAlignment
9.290789	0.34339172879091606	MetaphaseAlignment
8.995863	0.5910269008704913	MetaphaseAlignment
13.720917	0.6591764718500283	MetaphaseAlignment
15.411592	0.39725674716804205	Prometaphase
13.662381	0.9992779939221711	MetaphaseAlignment
14.636331	0.3518929961930426	MetaphaseAlignment
14.312927	0.7214066679599525	UndefinedCondensed
9.140719	0.6375826945307929	MetaphaseAlignment
-4.759999	0.8130538632474607	Artefact
6.940111	0.97622566345382	Artefact
9.735681	0.8897936564455402	MetaphaseAlignment
9.157028	0.7645619743577086	MetaphaseAlignment
9.084597	0.6982484778182906	MetaphaseAlignment
11.406127	0.3354981696758996	UndefinedCondensed
13.04571	0.14768557820670736	UndefinedCondensed
12.970211	0.06263600305980976	MetaphaseAlignment
-5.5396657	0.24190170420148482	Interphase
-5.4009767	0.4322814811812986	Interphase
-5.105779	0.5219962736299825	Interphase
-4.992563	0.7730835540548716	Interphase
-5.367674	0.958740923056593	Interphase
-5.2785563	0.11732048038481102	Interphase
-4.986468	0.10700414019379156	Interphase
-5.1707377	0.5896947230135507	Interphase
-4.998833	0.745398073947293	Interphase
9.214716	0.8481503803469849	Polylobed
-0.33047625	0.9358320802167885	Polylobed
1.9422987	0.983426242260642	Polylobed
2.2537663	0.3998016922245259	Polylobed
3.0839612	0.3803351835275731	Polylobed
7.832366	0.14780867669727238	Polylobed
10.074899	0.6849344386835594	Polylobed
11.074613	0.6567619584408371	MetaphaseAlignment
7.107529	0.8620625958512073	Binuclear
7.1287417	0.09725799478764063	Binuclear
10.152017	0.4977769078253418	Metaphase
7.0913353	0.5810819296720631	Binuclear
7.036283	0.2415570400399184	Binuclear
9.044235	0.16902540612916128	Metaphase
0.9801108	0.8595808364196215	Binuclear
2.6916854	0.058534922235558784	Binuclear
13.469704	0.4706209039180729	MetaphaseAlignment
15.399686	0.11583400130088528	Prometaphase
7.7828116	0.45705876133136736	Polylobed
11.106617	0.9799623263423093	Polylobed
13.215565	0.4237063534554728	Prometaphase
14.095699	0.8571249175045673	Metaphase
11.431506	0.11731556418319389	Interphase
