	label	index
1540	train	1095
1541	train	1097
1542	train	1099
1543	train	1100
1544	train	1101
1545	train	1103
1546	train	1104
1547	train	1105
1548	train	1106
1549	train	1107
1550	train	1108
1551	train	1109
1552	train	1110
1553	train	1111
1554	train	1112
1555	train	1113
1556	train	1114
1557	train	1115
1558	train	1116
1559	train	1117
1560	train	1118
1561	train	1119
1562	train	1120
1563	train	1122
1564	train	1123
1565	train	1124
1566	train	1126
1567	train	1127
1568	train	1128
1569	train	1130
1570	train	1131
1571	train	1132
1572	train	1133
1573	train	1134
1574	train	1135
1575	train	1136
1576	train	1137
1577	train	1139
1578	train	1140
1579	train	1142
1580	train	1143
1581	train	1144
1582	train	1145
1583	train	1146
1584	train	1147
1585	train	1148
1586	train	1149
1587	train	1150
1588	train	1151
1589	train	1154
1590	train	1155
1591	train	1156
1592	train	1157
1593	train	1159
1594	train	1160
1595	train	1162
1596	train	1163
1597	train	1164
1598	train	1165
1599	train	1167
1600	train	1168
1601	train	1169
1602	train	1170
1603	train	1171
1604	train	1172
1605	train	1173
1606	train	1174
1607	train	1176
1608	train	1177
1609	train	1179
1610	train	1180
1611	train	1181
1612	train	1182
1613	train	1184
1614	train	1185
1615	train	1186
1616	train	1187
1617	train	1188
1618	train	1189
1619	train	1190
1620	train	1191
1621	train	1193
1622	train	1194
1623	train	1195
1624	train	1196
1625	train	1197
1626	train	1198
1627	train	1199
1628	train	1200
1629	train	1201
1630	train	1202
1631	train	1203
1632	train	1204
1633	train	1205
1634	train	1206
1635	train	1208
1636	train	1209
1637	train	1211
1638	train	1212
1639	train	1213
1640	train	1214
1641	train	1215
1642	train	1216
1643	train	1217
1644	train	1218
1645	train	1220
1646	train	1221
1647	train	1222
1648	train	1223
1649	train	1224
1650	train	1225
1651	train	1226
1652	train	1227
1653	train	1229
1654	train	1230
1655	train	1231
1656	train	1232
1657	train	1233
1658	train	1234
1659	train	1237
1660	train	1238
1661	train	1239
1662	train	1241
1663	train	1242
1664	train	1243
1665	train	1244
1666	train	1245
1667	train	1246
1668	train	1247
1669	train	1248
1670	train	1249
1671	train	1250
1672	train	1251
1673	train	1252
1674	train	1253
1675	train	1254
1676	train	1255
1677	train	1256
1678	train	1259
1679	train	1261
1680	train	1262
1681	train	1263
1682	train	1265
1683	train	1266
1684	train	1267
1685	train	1268
1686	train	1271
1687	train	1272
1688	train	1274
1689	train	1275
1690	train	1276
1691	train	1277
1692	train	1278
1693	train	1279
1694	train	1280
1695	train	1281
1696	train	1282
1697	train	1283
1698	train	1285
1699	train	1286
1700	train	1287
1701	train	1288
1702	train	1289
1703	train	1290
1704	train	1291
1705	train	1292
1706	train	1293
1707	train	1294
1708	train	1295
1709	train	1298
1710	train	1299
1711	train	1300
1712	train	1301
1713	train	1302
1714	train	1303
1715	train	1304
1716	train	1305
1717	train	1307
1718	train	1308
1719	train	1309
1720	train	1310
1721	train	1312
1722	train	1313
1723	train	1314
1724	train	1316
1725	train	1318
1726	train	1319
1727	train	1320
1728	train	1321
1729	train	1322
1730	train	1323
1731	train	1324
1732	train	1325
1733	train	1326
1734	train	1327
1735	train	1328
1736	train	1329
1737	train	1330
1738	train	1332
1739	train	1333
1740	train	1334
1741	train	1335
1742	train	1336
1743	train	1338
1744	train	1339
1745	train	1342
1746	train	1344
1747	train	1345
1748	train	1346
1749	train	1347
1750	train	1349
1751	train	1350
1752	train	1351
1753	train	1352
1754	train	1353
1755	train	1354
1756	train	1355
1757	train	1356
1758	train	1357
1759	train	1358
1760	train	1359
1761	train	1360
1762	train	1361
1763	train	1362
1764	train	1363
1765	train	1365
1766	train	1366
1767	train	1367
1768	train	1368
1769	train	1369
1770	train	1371
1771	train	1372
1772	train	1373
1773	train	1374
1774	train	1375
1775	train	1376
1776	train	1377
1777	train	1380
1778	train	1381
1779	train	1382
1780	train	1384
1781	train	1385
1782	train	1386
1783	train	1387
1784	train	1388
1785	train	1389
1786	train	1390
1787	train	1391
1788	train	1392
1789	train	1394
1790	train	1395
1791	train	1396
1792	train	1398
1793	train	1400
1794	train	1401
1795	train	1402
1796	train	1403
1797	train	1405
1798	train	1406
1799	train	1407
1800	train	1408
1801	train	1409
1802	train	1410
1803	train	1411
1804	train	1412
1805	train	1413
1806	train	1414
1807	train	1415
1808	train	1416
1809	train	1417
1810	train	1418
1811	train	1419
1812	train	1420
1813	train	1421
1814	train	1422
1815	train	1423
1816	train	1424
1817	train	1425
1818	train	1426
1819	train	1427
1820	train	1428
1821	train	1429
1822	train	1430
1823	train	1431
1824	train	1432
1825	train	1433
1826	train	1434
1827	train	1435
1828	train	1436
1829	train	1437
1830	train	1438
1831	train	1441
1832	train	1442
1833	train	1443
1834	train	1444
1835	train	1445
1836	train	1446
1837	train	1447
1838	train	1448
1839	train	1449
1840	train	1450
1841	train	1451
1842	train	1452
1843	train	1453
1844	train	1454
1845	train	1455
1846	train	1456
1847	train	1458
1848	train	1459
1849	train	1460
1850	train	1461
1851	train	1464
1852	train	1465
1853	train	1466
1854	train	1467
1855	train	1469
1856	train	1470
1857	train	1471
1858	train	1474
1859	train	1475
1860	train	1476
1861	train	1477
1862	train	1478
1863	train	1479
1864	train	1480
1865	train	1481
1866	train	1483
1867	train	1484
1868	train	1485
1869	train	1487
1870	train	1488
1871	train	1489
1872	train	1491
1873	train	1492
1874	train	1493
1875	train	1494
1876	train	1495
1877	train	1496
1878	train	1497
1879	train	1498
1880	train	1499
1881	train	1500
1882	train	1501
1883	train	1502
1884	train	1504
1885	train	1505
1886	train	1506
1887	train	1507
1888	train	1508
1889	train	1509
1890	train	1510
1891	train	1511
1892	train	1512
1893	train	1513
1894	train	1514
1895	train	1516
1896	train	1517
1897	train	1518
1898	train	1519
1899	train	1521
1900	train	1522
1901	train	1523
1902	train	1524
1903	train	1525
1904	train	1526
1905	train	1527
1906	train	1528
1907	train	1530
1908	train	1531
1909	train	1532
1910	train	1533
1911	train	1534
1912	train	1535
1913	train	1538
1914	train	1540
1915	train	1541
1916	train	1542
1917	train	1544
1918	train	1545
1919	train	1546
1920	train	1547
1921	train	1548
1922	train	1549
1923	train	1550
1924	train	1551
1925	train	1552
1926	train	1555
1927	train	1556
1928	train	1557
1929	train	1558
1930	train	1559
1931	train	1560
1932	train	1561
1933	train	1562
1934	train	1563
1935	train	1564
1936	train	1566
1937	train	1567
1938	train	1568
1939	train	1569
1940	train	1570
1941	train	1571
1942	train	1573
1943	train	1574
1944	train	1575
1945	train	1577
1946	train	1578
1947	train	1579
1948	train	1580
1949	train	1581
