Metadata_DNA	Mitocheck_Phenotypic_Class	Model_Feature_Type	Average_Rank	Average_P_Value	Min_IQR_Rank	Max_IQR_Rank	Min_IQR_P_Value	Max_IQR_P_Value	Count
LT0012_29/LT0012_29_252_83.tif	Polylobed	CP	6.428571428571429	0.284450319188486	1.5	12.5	6.477778222100126e-08	0.4743737251355082	7
LT0012_29/LT0012_29_252_83.tif	Polylobed	CP_and_DP	4.571428571428571	0.416499419668981	1.0	7.5	0.0024831382775070744	0.7602802204225574	7
LT0012_29/LT0012_29_252_83.tif	Polylobed	DP	2.142857142857143	0.4516584839257264	1.0	3.0	0.0502052699751026	0.7372845903576699	7
LT0013_38/LT0013_38_42_47.tif	Binuclear	CP	11.6	0.15964709985092324	13.0	15.0	0.000113669883936	0.0007016609432695	5
LT0013_38/LT0013_38_42_47.tif	Binuclear	CP_and_DP	6.0	0.09620451023239061	4.0	6.0	0.001188974680963	0.0267342974324164	5
LT0013_38/LT0013_38_42_47.tif	Binuclear	DP	4.4	0.1581110697034987	1.0	3.0	0.080395803676605	0.2570253693757221	5
LT0013_38/LT0013_38_42_47.tif	Elongated	CP	9.5	0.014080909729745586	7.25	11.75	0.007089412716286128	0.02107240674320504	2
LT0013_38/LT0013_38_42_47.tif	Elongated	CP_and_DP	6.0	0.03324507857955295	4.0	8.0	0.017340272558213028	0.04914988460089288	2
LT0013_38/LT0013_38_42_47.tif	Elongated	DP	4.0	0.00538336116536535	3.0	5.0	0.0028030561290364247	0.007963666201694274	2
LT0013_38/LT0013_38_42_47.tif	Interphase	CP	5.0	0.16004158313599928	2.0	7.25	0.01365017709212735	0.2881529289808976	8
LT0013_38/LT0013_38_42_47.tif	Interphase	CP_and_DP	4.25	0.09956773515789508	2.0	3.75	0.026932883942898948	0.1572542429999056	8
LT0013_38/LT0013_38_42_47.tif	Interphase	DP	5.125	0.07796681835790456	2.75	7.75	0.005451840190225925	0.0431070037656393	8
LT0013_38/LT0013_38_42_47.tif	Polylobed	CP	3.0	0.0497491165793239	3.0	3.0	0.0497491165793239	0.0497491165793239	1
LT0013_38/LT0013_38_42_47.tif	Polylobed	CP_and_DP	4.0	0.0040379501864075	4.0	4.0	0.0040379501864075	0.0040379501864075	1
LT0013_38/LT0013_38_42_47.tif	Polylobed	DP	3.0	0.0311207655415349	3.0	3.0	0.0311207655415349	0.0311207655415349	1
LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	3.125	0.38636832074579025	1.0	3.25	0.05217151247304267	0.6828852137284851	8
LT0013_38/LT0013_38_42_75.tif	Binuclear	CP_and_DP	2.875	0.4834794384780593	1.0	3.5	0.0498426198797596	0.911728703571224	8
LT0013_38/LT0013_38_42_75.tif	Binuclear	DP	2.625	0.4800873134836863	1.0	5.0	0.008329455336911849	0.7733513084288318	8
LT0013_38/LT0013_38_42_75.tif	Large	CP	5.0	0.0391524701547524	4.0	6.0	0.02845902048255235	0.04984591982695245	2
LT0013_38/LT0013_38_42_75.tif	Large	CP_and_DP	4.5	0.04901511713389705	3.75	5.25	0.034843024122617174	0.06318721014517692	2
LT0013_38/LT0013_38_42_75.tif	Large	DP	3.0	0.35000411823607597	2.0	4.0	0.18091201261583184	0.5190962238563201	2
LT0013_38/LT0013_38_42_75.tif	MetaphaseAlignment	CP	9.0	0.0033227542206099	8.5	9.5	0.00272221057972265	0.003923297861497151	2
LT0013_38/LT0013_38_42_75.tif	MetaphaseAlignment	CP_and_DP	11.0	0.0097084690871718	10.5	11.5	0.0094955881748982	0.009921349999445401	2
LT0013_38/LT0013_38_42_75.tif	MetaphaseAlignment	DP	11.5	0.0033715524216803	10.75	12.25	0.00210700806680845	0.00463609677655215	2
LT0013_38/LT0013_38_42_75.tif	Polylobed	CP	5.666666666666667	0.1261403063399915	2.0	7.5	0.07849885873037633	0.1891885077679628	3
LT0013_38/LT0013_38_42_75.tif	Polylobed	CP_and_DP	4.333333333333333	0.14481185638944208	2.0	5.5	0.10228132932605175	0.2170880050105595	3
LT0013_38/LT0013_38_42_75.tif	Polylobed	DP	2.6666666666666665	0.336665394247417	1.5	3.5	0.2148480336452971	0.5047857813697881	3
LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	2.090909090909091	0.31795046470959637	1.0	3.0	0.0196062904060813	0.6536678618887208	11
LT0013_38/LT0013_38_42_95.tif	Binuclear	CP_and_DP	2.090909090909091	0.3195934881193122	1.0	2.5	0.022283917491697447	0.6914600295346791	11
LT0013_38/LT0013_38_42_95.tif	Binuclear	DP	1.9090909090909092	0.22867398308754697	1.5	2.0	0.0273698498496621	0.3010266096269687	11
LT0013_38/LT0013_38_42_95.tif	Large	CP	6.0	0.0178251375387993	3.5	7.5	0.0120970045850806	0.0258153273943892	3
LT0013_38/LT0013_38_42_95.tif	Large	CP_and_DP	5.666666666666667	0.016045799035507933	3.5	7.0	0.011257478490256049	0.0211186494205756	3
LT0013_38/LT0013_38_42_95.tif	Large	DP	4.666666666666667	0.013180054288649365	4.5	5.0	0.0125608948622637	0.01379635844795135	3
LT0013_38/LT0013_38_42_95.tif	Polylobed	CP	2.0	0.2243244830772353	2.0	2.0	0.07275578241763515	0.2541750465779327	8
LT0013_38/LT0013_38_42_95.tif	Polylobed	CP_and_DP	2.0	0.41354059368006774	1.0	2.25	0.12173890294681709	0.8305742814771911	8
LT0013_38/LT0013_38_42_95.tif	Polylobed	DP	4.25	0.27862804736321756	1.75	4.75	0.018512751301068497	0.38468739893037596	8
LT0013_42/LT0013_42_107_23.tif	Apoptosis	CP	2.4	0.36583580611227695	2.0	3.0	0.0462641143548479	0.3966066094205435	5
LT0013_42/LT0013_42_107_23.tif	Apoptosis	CP_and_DP	2.8	0.40855867260290035	1.0	4.0	0.0161466682188017	0.5660412000899803	5
LT0013_42/LT0013_42_107_23.tif	Apoptosis	DP	4.4	0.2621881266345304	2.0	5.0	0.005765072133427	0.273929794218495	5
LT0013_42/LT0013_42_107_23.tif	Metaphase	CP	4.0	0.0093165374223343	4.0	4.0	0.0093165374223343	0.0093165374223343	1
LT0013_42/LT0013_42_107_23.tif	Metaphase	CP_and_DP	4.0	0.0165679630007355	4.0	4.0	0.0165679630007355	0.0165679630007355	1
LT0013_42/LT0013_42_107_23.tif	Metaphase	DP	3.0	0.0604076411598869	3.0	3.0	0.0604076411598869	0.0604076411598869	1
LT0013_42/LT0013_42_107_23.tif	MetaphaseAlignment	CP	4.0	0.0344902004947812	4.0	4.0	0.0344902004947812	0.0344902004947812	1
LT0013_42/LT0013_42_107_23.tif	MetaphaseAlignment	CP_and_DP	1.0	0.5234178672447922	1.0	1.0	0.5234178672447922	0.5234178672447922	1
LT0013_42/LT0013_42_107_23.tif	MetaphaseAlignment	DP	1.0	0.4693607614946276	1.0	1.0	0.4693607614946276	0.4693607614946276	1
LT0013_42/LT0013_42_107_23.tif	Prometaphase	CP	2.4	0.3829952615017059	1.0	3.0	0.0619215484292996	0.8433786530219477	5
LT0013_42/LT0013_42_107_23.tif	Prometaphase	CP_and_DP	1.6	0.4150234026196464	1.0	2.0	0.21712335297555	0.5927534533146657	5
LT0013_42/LT0013_42_107_23.tif	Prometaphase	DP	1.4	0.4367989099252809	1.0	2.0	0.2920876336806419	0.6411418521150661	5
LT0013_42/LT0013_42_107_28.tif	Apoptosis	CP	5.8	0.2374214695486303	2.0	9.0	7.289308818947819e-05	0.2409007410604643	5
LT0013_42/LT0013_42_107_28.tif	Apoptosis	CP_and_DP	6.2	0.22360893843089263	3.0	9.0	0.00093831206225	0.0851322959136892	5
LT0013_42/LT0013_42_107_28.tif	Apoptosis	DP	6.4	0.24731200102829706	3.0	10.0	0.0011596671696835	0.2217031503706953	5
LT0013_42/LT0013_42_107_28.tif	Binuclear	CP	15.0	1.822689810438253e-05	15.0	15.0	9.385373947272853e-06	2.706842226149221e-05	2
LT0013_42/LT0013_42_107_28.tif	Binuclear	CP_and_DP	10.0	0.02191499959154275	7.5	12.5	0.011076371379937073	0.03275362780314842	2
LT0013_42/LT0013_42_107_28.tif	Binuclear	DP	8.5	0.06064301309718025	6.25	10.75	0.031573056744271875	0.08971296945008862	2
LT0013_42/LT0013_42_107_28.tif	Metaphase	CP	3.0	0.1783081955634971	3.0	3.0	0.1783081955634971	0.1783081955634971	1
LT0013_42/LT0013_42_107_28.tif	Metaphase	CP_and_DP	2.0	0.2646222925050765	2.0	2.0	0.2646222925050765	0.2646222925050765	1
LT0013_42/LT0013_42_107_28.tif	Metaphase	DP	4.0	0.1046304078676487	4.0	4.0	0.1046304078676487	0.1046304078676487	1
LT0013_42/LT0013_42_107_28.tif	MetaphaseAlignment	CP	7.0	0.00044202121877040003	4.5	9.5	0.00032130632775775	0.00056273610978305	2
LT0013_42/LT0013_42_107_28.tif	MetaphaseAlignment	CP_and_DP	7.5	0.0008129827734631866	4.75	10.25	0.00041993079232038	0.0012060347546059933	2
LT0013_42/LT0013_42_107_28.tif	MetaphaseAlignment	DP	9.5	0.0008136933571822922	6.75	12.25	0.00042466965263908825	0.001202717061725496	2
LT0013_42/LT0013_42_107_28.tif	Polylobed	CP	13.5	5.367870887416196e-08	13.25	13.75	3.0758190709571614e-08	7.65992270387523e-08	2
LT0013_42/LT0013_42_107_28.tif	Polylobed	CP_and_DP	12.0	7.532144119091418e-05	11.0	13.0	3.829117634967126e-05	0.00011235170603215709	2
LT0013_42/LT0013_42_107_28.tif	Polylobed	DP	10.5	0.0033022462640243514	8.75	12.25	0.0016541053050401768	0.004950387223008525	2
LT0013_42/LT0013_42_107_28.tif	Prometaphase	CP	5.5	0.18287338400862488	2.5	6.5	0.00022606460330307112	0.19944321717008265	4
LT0013_42/LT0013_42_107_28.tif	Prometaphase	CP_and_DP	4.25	0.19563361987160197	2.5	5.75	0.0006652323968365828	0.19689583842553196	4
LT0013_42/LT0013_42_107_28.tif	Prometaphase	DP	3.75	0.1564336768090036	2.5	4.25	0.0027220103475880217	0.15800041273627516	4
LT0013_42/LT0013_42_107_39.tif	Apoptosis	CP	4.333333333333333	0.4641092828978211	1.0	6.0	0.21084729713208733	0.6961457342358948	3
LT0013_42/LT0013_42_107_39.tif	Apoptosis	CP_and_DP	5.333333333333333	0.35456319555296073	1.5	7.5	0.0949613934814694	0.5317871907873845	3
LT0013_42/LT0013_42_107_39.tif	Apoptosis	DP	3.3333333333333335	0.4442039458686569	1.0	4.5	0.2791138343869783	0.6658574951525844	3
LT0013_42/LT0013_42_107_39.tif	Binuclear	CP	15.0	2.9995329626018355e-08	15.0	15.0	2.9995329626018355e-08	2.9995329626018355e-08	1
LT0013_42/LT0013_42_107_39.tif	Binuclear	CP_and_DP	15.0	9.414287852159108e-07	15.0	15.0	9.414287852159108e-07	9.414287852159108e-07	1
LT0013_42/LT0013_42_107_39.tif	Binuclear	DP	15.0	1.7811647490894106e-06	15.0	15.0	1.7811647490894106e-06	1.7811647490894106e-06	1
LT0013_42/LT0013_42_107_39.tif	MetaphaseAlignment	CP	4.0	0.0612567365486482	4.0	4.0	0.0612567365486482	0.0612567365486482	1
LT0013_42/LT0013_42_107_39.tif	MetaphaseAlignment	CP_and_DP	4.0	0.0023526637750083	4.0	4.0	0.0023526637750083	0.0023526637750083	1
LT0013_42/LT0013_42_107_39.tif	MetaphaseAlignment	DP	8.0	0.0001309753958671	8.0	8.0	0.0001309753958671	0.0001309753958671	1
LT0013_42/LT0013_42_107_39.tif	Polylobed	CP	14.0	4.227624609747072e-06	14.0	14.0	4.227624609747072e-06	4.227624609747072e-06	1
LT0013_42/LT0013_42_107_39.tif	Polylobed	CP_and_DP	14.0	4.86868970407118e-06	14.0	14.0	4.86868970407118e-06	4.86868970407118e-06	1
LT0013_42/LT0013_42_107_39.tif	Polylobed	DP	14.0	1.088073237985206e-08	14.0	14.0	1.088073237985206e-08	1.088073237985206e-08	1
LT0013_42/LT0013_42_107_39.tif	Prometaphase	CP	4.333333333333333	0.1420962633576719	2.25	4.5	0.001249742318334025	0.2598428377416357	6
LT0013_42/LT0013_42_107_39.tif	Prometaphase	CP_and_DP	4.0	0.4390472066721889	1.0	3.0	0.00011143468659563548	0.8615357942809784	6
LT0013_42/LT0013_42_107_39.tif	Prometaphase	DP	3.3333333333333335	0.4125864072141068	1.0	2.0	0.0012332537075874183	0.7720435128693437	6
LT0013_42/LT0013_42_107_52.tif	Apoptosis	CP	5.0	0.33317223080302466	3.0	7.0	0.1666038474929333	0.499740614113116	2
LT0013_42/LT0013_42_107_52.tif	Apoptosis	CP_and_DP	4.5	0.47801698943757054	2.75	6.25	0.2391824630958759	0.7168515157792652	2
LT0013_42/LT0013_42_107_52.tif	Apoptosis	DP	4.0	0.4771535499255399	2.5	5.5	0.24177549881942864	0.7125316010316511	2
LT0013_42/LT0013_42_107_52.tif	Binuclear	CP	8.0	0.21370687660124685	4.5	11.5	0.10685347215248411	0.32056028105000955	2
LT0013_42/LT0013_42_107_52.tif	Binuclear	CP_and_DP	8.5	0.03508620511699705	5.25	11.75	0.017543897271893632	0.05262851296210047	2
LT0013_42/LT0013_42_107_52.tif	Binuclear	DP	10.0	0.018583809305665017	7.5	12.5	0.009293284331517025	0.027874334279813007	2
LT0013_42/LT0013_42_107_52.tif	Polylobed	CP	13.5	2.6186066732694596e-05	13.25	13.75	2.481653673384868e-05	2.7555596731540513e-05	2
LT0013_42/LT0013_42_107_52.tif	Polylobed	CP_and_DP	13.5	4.459568155363485e-05	13.25	13.75	3.30918500406068e-05	5.6099513066662905e-05	2
LT0013_42/LT0013_42_107_52.tif	Polylobed	DP	14.0	1.4154373411475323e-05	14.0	14.0	7.5024655935674585e-06	2.080628122938319e-05	2
LT0013_42/LT0013_42_107_52.tif	Prometaphase	CP	4.285714285714286	0.34280582970809004	1.0	7.0	0.00280264687293695	0.5981179357605583	7
LT0013_42/LT0013_42_107_52.tif	Prometaphase	CP_and_DP	4.857142857142857	0.381379309828053	1.0	6.5	0.0037742823520386503	0.757927684186434	7
LT0013_42/LT0013_42_107_52.tif	Prometaphase	DP	4.142857142857143	0.24357921499221602	1.5	4.0	0.02276807596131765	0.2802630846026205	7
LT0013_42/LT0013_42_107_63.tif	Apoptosis	CP	5.5	0.00696571673926205	4.75	6.25	0.005698191018757326	0.008233242459766775	2
LT0013_42/LT0013_42_107_63.tif	Apoptosis	CP_and_DP	4.0	0.0214295189950858	3.5	4.5	0.02047258520644115	0.02238645278373045	2
LT0013_42/LT0013_42_107_63.tif	Apoptosis	DP	3.0	0.133192930573462	3.0	3.0	0.1154580642314125	0.1509277969155115	2
LT0013_42/LT0013_42_107_63.tif	Binuclear	CP	15.0	2.2139074055751945e-13	15.0	15.0	2.2139074055751945e-13	2.2139074055751945e-13	1
LT0013_42/LT0013_42_107_63.tif	Binuclear	CP_and_DP	15.0	4.702673764349288e-08	15.0	15.0	4.702673764349288e-08	4.702673764349288e-08	1
LT0013_42/LT0013_42_107_63.tif	Binuclear	DP	10.0	6.625767303898838e-06	10.0	10.0	6.625767303898838e-06	6.625767303898838e-06	1
LT0013_42/LT0013_42_107_63.tif	Polylobed	CP	14.0	6.712531671673057e-08	14.0	14.0	6.712531671673057e-08	6.712531671673057e-08	1
LT0013_42/LT0013_42_107_63.tif	Polylobed	CP_and_DP	13.0	0.0004357020387043	13.0	13.0	0.0004357020387043	0.0004357020387043	1
LT0013_42/LT0013_42_107_63.tif	Polylobed	DP	11.0	0.0034994429532169	11.0	11.0	0.0034994429532169	0.0034994429532169	1
LT0013_42/LT0013_42_107_63.tif	Prometaphase	CP	2.8333333333333335	0.5495876994755703	1.0	2.25	0.3541001430831874	0.8313452059166992	12
LT0013_42/LT0013_42_107_63.tif	Prometaphase	CP_and_DP	2.9166666666666665	0.4244934184605065	1.0	3.0	0.05402074366596267	0.7175078818074714	12
LT0013_42/LT0013_42_107_63.tif	Prometaphase	DP	2.6666666666666665	0.3329787484550986	1.0	3.25	0.050559612200896074	0.6684874894358319	12
LT0013_42/LT0013_42_107_76.tif	Apoptosis	CP	3.0	0.4378079313921327	2.0	4.0	0.22210351179020327	0.6535123509940621	2
LT0013_42/LT0013_42_107_76.tif	Apoptosis	CP_and_DP	2.0	0.45565667418631584	1.5	2.5	0.23434592194568718	0.6769674264269445	2
LT0013_42/LT0013_42_107_76.tif	Apoptosis	DP	1.5	0.4177755575639091	1.25	1.75	0.2546706068571918	0.5808805082706264	2
LT0013_42/LT0013_42_107_76.tif	Binuclear	CP	7.5	0.466526946606273	4.25	10.75	0.23326347334347766	0.6997904198690683	2
LT0013_42/LT0013_42_107_76.tif	Binuclear	CP_and_DP	8.0	0.30880672438448686	4.5	11.5	0.15440387732545932	0.46320957144351443	2
LT0013_42/LT0013_42_107_76.tif	Binuclear	DP	7.5	0.16368099735109176	4.25	10.75	0.08184126093638963	0.2455207337657939	2
LT0013_42/LT0013_42_107_76.tif	Polylobed	CP	11.5	0.00039652453106352566	11.25	11.75	0.00020886013719323852	0.0005841889249338128	2
LT0013_42/LT0013_42_107_76.tif	Polylobed	CP_and_DP	12.0	0.0011435688946361	11.0	13.0	0.0006544536526674	0.0016326841366048	2
LT0013_42/LT0013_42_107_76.tif	Polylobed	DP	11.0	0.000558608472958351	10.0	12.0	0.0003235919335443765	0.0007936250123723256	2
LT0013_42/LT0013_42_107_76.tif	Prometaphase	CP	3.090909090909091	0.4942121141609583	1.0	3.5	0.23805564980194974	0.7396479181281358	11
LT0013_42/LT0013_42_107_76.tif	Prometaphase	CP_and_DP	3.3636363636363638	0.4736438490196224	1.0	3.0	0.11322727461182809	0.7835768360781192	11
LT0013_42/LT0013_42_107_76.tif	Prometaphase	DP	3.5454545454545454	0.37961915182612704	1.0	4.0	0.030175985964573448	0.6216028503470555	11
LT0013_42/LT0013_42_107_83.tif	Apoptosis	CP	1.8333333333333333	0.538699739836979	1.0	2.25	0.2770576578421672	0.8522388044584175	12
LT0013_42/LT0013_42_107_83.tif	Apoptosis	CP_and_DP	1.6666666666666667	0.5920077102468603	1.0	2.0	0.16531459815315164	0.960711999174266	12
LT0013_42/LT0013_42_107_83.tif	Apoptosis	DP	2.3333333333333335	0.5716150837549503	1.0	2.5	0.08305002338063694	0.9860151048757683	12
LT0014_12/LT0014_12_159_59.tif	SmallIrregular	CP	1.2	0.6872733013105073	1.0	1.0	0.7249185584935014	0.8122928199588816	5
LT0014_12/LT0014_12_159_59.tif	SmallIrregular	CP_and_DP	1.0	0.6140214346963132	1.0	1.0	0.5363353832086626	0.5932484621792566	5
LT0014_12/LT0014_12_159_59.tif	SmallIrregular	DP	1.6	0.3803227644074766	1.0	2.0	0.2498403781963766	0.4868699455634663	5
LT0014_12/LT0014_12_159_70.tif	Hole	CP	3.0	0.018305785103706	3.0	3.0	0.018305785103706	0.018305785103706	1
LT0014_12/LT0014_12_159_70.tif	Hole	CP_and_DP	4.0	0.0030397087361162	4.0	4.0	0.0030397087361162	0.0030397087361162	1
LT0014_12/LT0014_12_159_70.tif	Hole	DP	5.0	0.0026482934349076	5.0	5.0	0.0026482934349076	0.0026482934349076	1
LT0014_12/LT0014_12_159_70.tif	Interphase	CP	5.090909090909091	0.4370649161631352	1.0	9.0	0.10502841523223895	0.6976082373622428	11
LT0014_12/LT0014_12_159_70.tif	Interphase	CP_and_DP	4.909090909090909	0.4823220999114243	1.0	8.5	0.18370625496189258	0.7841921532527751	11
LT0014_12/LT0014_12_159_70.tif	Interphase	DP	3.272727272727273	0.4377021147528792	1.0	2.0	0.13715324943716775	0.7811175119911633	11
LT0014_12/LT0014_12_159_70.tif	Polylobed	CP	7.0	0.14182397202042274	3.5	10.5	0.001219498717288975	0.07920870201383792	6
LT0014_12/LT0014_12_159_70.tif	Polylobed	CP_and_DP	7.833333333333333	0.10421865313628742	3.5	11.5	0.0016652715028248	0.1208008335462083	6
LT0014_12/LT0014_12_159_70.tif	Polylobed	DP	7.166666666666667	0.15948667305444483	2.5	10.5	0.0010969401192326336	0.25054969222744605	6
LT0014_12/LT0014_12_159_70.tif	SmallIrregular	CP	7.0	0.010936791804834537	5.0	9.0	0.005499352809155755	0.01637423080051332	2
LT0014_12/LT0014_12_159_70.tif	SmallIrregular	CP_and_DP	3.0	0.03886790345264755	2.5	3.5	0.023221368317245375	0.05451443858804972	2
LT0014_12/LT0014_12_159_70.tif	SmallIrregular	DP	1.5	0.38926703023798837	1.25	1.75	0.2858275994777585	0.4927064609982182	2
LT0014_12/LT0014_12_159_77.tif	Interphase	CP	1.7	0.45464010041565467	1.0	2.75	0.2749379425899789	0.5891753323638735	10
LT0014_12/LT0014_12_159_77.tif	Interphase	CP_and_DP	2.4	0.5479636436349116	1.0	2.0	0.1587492926320948	0.8922366249397886	10
LT0014_12/LT0014_12_159_77.tif	Interphase	DP	2.5	0.5379083510555808	1.0	2.0	0.1542434199505083	0.8469186605946981	10
LT0014_12/LT0014_12_159_77.tif	SmallIrregular	CP	3.0	0.11883743435177538	2.75	3.25	0.010158563881350275	0.18744388832280207	4
LT0014_12/LT0014_12_159_77.tif	SmallIrregular	CP_and_DP	2.5	0.12105197983166058	2.0	2.5	0.036872451325511854	0.14139384072349367	4
LT0014_12/LT0014_12_159_77.tif	SmallIrregular	DP	2.5	0.13666446880896943	2.0	3.0	0.0974139310749323	0.16205809369627125	4
LT0014_12/LT0014_12_159_93.tif	Interphase	CP	2.0	0.4433883858287953	1.0	3.0	0.054804481638763	0.8308917813342744	4
LT0014_12/LT0014_12_159_93.tif	Interphase	CP_and_DP	2.5	0.48832496257797414	1.0	3.5	0.01351459672926855	0.9543651140556141	4
LT0014_12/LT0014_12_159_93.tif	Interphase	DP	3.75	0.47880415286184075	1.0	4.75	0.005014967696188725	0.9460018007761453	4
LT0014_12/LT0014_12_159_93.tif	SmallIrregular	CP	2.25	0.2616346151116689	1.75	2.5	0.0318224627581778	0.34459720235895097	4
LT0014_12/LT0014_12_159_93.tif	SmallIrregular	CP_and_DP	3.25	0.2529777416671397	1.75	4.5	0.032836357157200624	0.2619197643269398	4
LT0014_12/LT0014_12_159_93.tif	SmallIrregular	DP	5.0	0.10055783296696504	2.0	5.5	0.0109946914884664	0.15020468196604853	4
LT0015_22/LT0015_22_69_61.tif	Apoptosis	CP	5.0	0.0042212325767708	5.0	5.0	0.0042212325767708	0.0042212325767708	1
LT0015_22/LT0015_22_69_61.tif	Apoptosis	CP_and_DP	5.0	0.0110830104373031	5.0	5.0	0.0110830104373031	0.0110830104373031	1
LT0015_22/LT0015_22_69_61.tif	Apoptosis	DP	4.0	0.0172219834778292	4.0	4.0	0.0172219834778292	0.0172219834778292	1
LT0015_22/LT0015_22_69_61.tif	SmallIrregular	CP	1.9090909090909092	0.3918198218193392	1.0	2.0	0.1431754757253021	0.5905431811224261	22
LT0015_22/LT0015_22_69_61.tif	SmallIrregular	CP_and_DP	1.7272727272727273	0.5070133705025791	1.0	2.0	0.18670305320718358	0.7970911528099089	22
LT0015_22/LT0015_22_69_61.tif	SmallIrregular	DP	1.9545454545454546	0.5150136539139569	1.0	2.0	0.15568733384214747	0.8442697402704588	22
LT0015_22/LT0015_22_69_62.tif	Apoptosis	CP	3.0	0.0430344116015044	3.0	3.0	0.0430344116015044	0.0430344116015044	1
LT0015_22/LT0015_22_69_62.tif	Apoptosis	CP_and_DP	3.0	0.0471836175870006	3.0	3.0	0.0471836175870006	0.0471836175870006	1
LT0015_22/LT0015_22_69_62.tif	Apoptosis	DP	3.0	0.0329847903414284	3.0	3.0	0.0329847903414284	0.0329847903414284	1
LT0015_22/LT0015_22_69_62.tif	SmallIrregular	CP	2.1666666666666665	0.43307997865391906	1.0	3.0	0.1322230115234797	0.648731623332795	12
LT0015_22/LT0015_22_69_62.tif	SmallIrregular	CP_and_DP	1.5	0.7580532667857155	1.0	1.0	0.7604278421698815	0.9426796499393164	12
LT0015_22/LT0015_22_69_62.tif	SmallIrregular	DP	1.3333333333333333	0.7897643979306449	1.0	1.0	0.7508473875747479	0.9851321671238287	12
LT0015_22/LT0015_22_69_89.tif	Apoptosis	CP	1.5	0.6688244663027776	1.0	1.5	0.585430533152794	0.8694668986809004	4
LT0015_22/LT0015_22_69_89.tif	Apoptosis	CP_and_DP	1.25	0.7204068988226339	1.0	1.25	0.6574118377064395	0.995858510125209	4
LT0015_22/LT0015_22_69_89.tif	Apoptosis	DP	1.25	0.5905778348865363	1.0	1.25	0.365382173855464	0.9185073918046218	4
LT0015_22/LT0015_22_69_89.tif	SmallIrregular	CP	4.5	0.17511063865296295	3.25	5.75	0.08755532237379528	0.26266595493213063	2
LT0015_22/LT0015_22_69_89.tif	SmallIrregular	CP_and_DP	4.0	0.4924783405100465	2.5	5.5	0.24623975660753417	0.7387169244125589	2
LT0015_22/LT0015_22_69_89.tif	SmallIrregular	DP	3.5	0.4948937713042687	2.25	4.75	0.2474667935075608	0.7423207491009766	2
LT0017_19/LT0017_19_365_65.tif	ADCCM	CP	6.0	0.000404729333371	6.0	6.0	0.000404729333371	0.000404729333371	1
LT0017_19/LT0017_19_365_65.tif	ADCCM	CP_and_DP	5.0	0.0115679293958854	5.0	5.0	0.0115679293958854	0.0115679293958854	1
LT0017_19/LT0017_19_365_65.tif	ADCCM	DP	3.0	0.0664075077718259	3.0	3.0	0.0664075077718259	0.0664075077718259	1
LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	5.5	0.24835785619203912	1.75	6.75	0.014025762704407068	0.31614951751821196	4
