Metadata_DNA	Model_type	Mitocheck_Phenotypic_Class	Model_Feature_Type	Average_Rank	Average_P_Value	Min_IQR_Rank	Max_IQR_Rank	Min_IQR_P_Value	Max_IQR_P_Value	Count
LT0013_38/LT0013_38_42_47.tif	shuffled	Binuclear	CP_and_DP	4.0	0.08648074104909029	2.0	6.0	0.0700079605411903	0.1016270661118221	5
LT0013_38/LT0013_38_42_47.tif	shuffled	Binuclear	DP	10.4	0.0035664412713940314	9.0	12.0	0.0008546436289471	0.0040099692110405	5
LT0013_38/LT0013_38_42_47.tif	shuffled	Elongated	CP	7.5	0.06703154107345664	7.25	7.75	0.061758898799590525	0.07230418334732278	2
LT0013_38/LT0013_38_42_47.tif	shuffled	Elongated	CP_and_DP	8.5	0.05636571279786025	8.25	8.75	0.05452552301890697	0.058205902576813524	2
LT0013_38/LT0013_38_42_47.tif	shuffled	Elongated	DP	7.5	0.05795872975924925	5.25	9.75	0.029067686019278425	0.08684977349922007	2
LT0013_38/LT0013_38_42_47.tif	shuffled	Interphase	CP	3.875	0.09389381906286948	2.75	5.0	0.0747543847549262	0.0994572202954445	8
LT0013_38/LT0013_38_42_47.tif	shuffled	Interphase	CP_and_DP	4.125	0.09610545771357128	1.0	6.25	0.06441724814817833	0.11870738184765625	8
LT0013_38/LT0013_38_42_47.tif	shuffled	Interphase	DP	8.75	0.23050372840663985	1.0	14.25	0.0012329730525988249	0.559528062501857	8
LT0013_38/LT0013_38_42_47.tif	shuffled	Polylobed	CP	4.0	0.1147190410744776	4.0	4.0	0.1147190410744776	0.1147190410744776	1
LT0013_38/LT0013_38_42_47.tif	shuffled	Polylobed	CP_and_DP	2.0	0.0968327020963921	2.0	2.0	0.0968327020963921	0.0968327020963921	1
LT0013_38/LT0013_38_42_47.tif	shuffled	Polylobed	DP	13.0	0.0018158781629534	13.0	13.0	0.0018158781629534	0.0018158781629534	1
LT0013_38/LT0013_38_42_75.tif	final	Binuclear	CP	3.0	0.3828248668639386	1.0	3.25	0.06150399738683803	0.6583901710144453	8
LT0013_38/LT0013_38_42_75.tif	final	Binuclear	CP_and_DP	2.625	0.4828859718860989	1.0	3.5	0.07207970813148307	0.9012895524644279	8
LT0013_38/LT0013_38_42_75.tif	final	Binuclear	DP	3.0	0.4460146580212018	1.0	5.5	0.019189161078230276	0.7557047427290056	8
LT0013_38/LT0013_38_42_75.tif	final	Large	CP	5.0	0.038092866934367295	4.0	6.0	0.028918081763981397	0.0472676521047532	2
LT0013_38/LT0013_38_42_75.tif	final	Large	CP_and_DP	4.0	0.0495551162406639	3.5	4.5	0.037225907469967845	0.06188432501135995	2
LT0013_38/LT0013_38_42_75.tif	final	Large	DP	3.5	0.3625387553804282	2.25	4.75	0.18788232079923567	0.5371951899616206	2
LT0013_38/LT0013_38_42_75.tif	final	MetaphaseAlignment	CP	9.0	0.00424001798033035	8.5	9.5	0.003523740873026075	0.004956295087634625	2
LT0013_38/LT0013_38_42_75.tif	final	MetaphaseAlignment	CP_and_DP	10.0	0.01133533519270985	9.5	10.5	0.011092063319675674	0.011578607065744026	2
LT0013_38/LT0013_38_42_75.tif	final	MetaphaseAlignment	DP	11.5	0.007245819152121601	10.75	12.25	0.005079029444300651	0.00941260885994255	2
LT0013_38/LT0013_38_42_75.tif	final	Polylobed	CP	5.666666666666667	0.12803569680710208	2.0	7.5	0.07893565629772363	0.19201679235965574	3
LT0013_38/LT0013_38_42_75.tif	final	Polylobed	CP_and_DP	4.0	0.13459092926860694	2.0	5.0	0.08900008859276701	0.20166514319121046	3
LT0013_38/LT0013_38_42_75.tif	final	Polylobed	DP	2.3333333333333335	0.2954722095160949	1.0	3.0	0.2109947150497576	0.4422441564728907	3
LT0013_38/LT0013_38_42_75.tif	shuffled	Binuclear	CP	8.25	0.051049774351493424	6.0	9.0	0.0341883766496288	0.06064477932600095	8
LT0013_38/LT0013_38_42_75.tif	shuffled	Binuclear	CP_and_DP	11.25	0.009871263539391925	9.0	14.0	0.0010915100598449749	0.011097365682735625	8
LT0013_38/LT0013_38_42_75.tif	shuffled	Binuclear	DP	5.125	0.11267934420933363	3.75	6.0	0.00387889724158085	0.054481026253529574	8
LT0013_38/LT0013_38_42_75.tif	shuffled	Large	CP	9.5	0.052327292879862	8.75	10.25	0.0478892924762349	0.0567652932834891	2
LT0013_38/LT0013_38_42_75.tif	shuffled	Large	CP_and_DP	3.0	0.057520086653676895	2.5	3.5	0.02948960709964975	0.08555056620770404	2
LT0013_38/LT0013_38_42_75.tif	shuffled	Large	DP	12.5	0.00556933343693592	11.25	13.75	0.0027847619591285806	0.008353904914743259	2
LT0013_38/LT0013_38_42_75.tif	shuffled	MetaphaseAlignment	CP	8.0	0.0665799698064545	5.5	10.5	0.0455408221835368	0.0876191174293722	2
LT0013_38/LT0013_38_42_75.tif	shuffled	MetaphaseAlignment	CP_and_DP	4.5	0.08455757456896675	3.75	5.25	0.08022847462575497	0.08888667451217852	2
LT0013_38/LT0013_38_42_75.tif	shuffled	MetaphaseAlignment	DP	7.5	0.0314749922293794	5.25	9.75	0.019300839900003898	0.0436491445587549	2
LT0013_38/LT0013_38_42_75.tif	shuffled	Polylobed	CP	3.0	0.12144824665723379	2.5	3.5	0.1155071210828202	0.12563765729194853	3
LT0013_38/LT0013_38_42_75.tif	shuffled	Polylobed	CP_and_DP	8.666666666666666	0.051509053861424105	5.5	12.0	0.00297575490217115	0.07691339271045776	3
LT0013_38/LT0013_38_42_75.tif	shuffled	Polylobed	DP	6.0	0.08200144565015306	3.5	8.0	0.00498744209160335	0.12282175672227601	3
LT0013_38/LT0013_38_42_95.tif	final	Binuclear	CP	2.090909090909091	0.3077452801597249	1.0	3.0	0.0201556714861158	0.6174021682411912	11
LT0013_38/LT0013_38_42_95.tif	final	Binuclear	CP_and_DP	2.090909090909091	0.3310988406869081	1.0	2.5	0.01945874459817945	0.7159629875970022	11
LT0013_38/LT0013_38_42_95.tif	final	Binuclear	DP	1.9090909090909092	0.2343693391878949	1.5	2.0	0.07051968224622521	0.2923994985873836	11
LT0013_38/LT0013_38_42_95.tif	final	Large	CP	5.666666666666667	0.019472563232509465	3.5	7.0	0.0131436613177624	0.0280258114292665	3
LT0013_38/LT0013_38_42_95.tif	final	Large	CP_and_DP	5.666666666666667	0.015673265369174797	3.5	7.0	0.01030970733540915	0.0208131570518987	3
LT0013_38/LT0013_38_42_95.tif	final	Large	DP	4.666666666666667	0.021400521516066532	4.0	5.0	0.0204333180132945	0.022432298709707102	3
LT0013_38/LT0013_38_42_95.tif	final	Polylobed	CP	2.0	0.23334020863788058	2.0	2.0	0.0781210690343739	0.27292228340830993	8
LT0013_38/LT0013_38_42_95.tif	final	Polylobed	CP_and_DP	2.125	0.4052637853746812	1.0	3.0	0.0950709042399481	0.8386889949654717	8
LT0013_38/LT0013_38_42_95.tif	final	Polylobed	DP	4.25	0.3018973548056389	1.75	4.5	0.054392823478879776	0.48242922279819883	8
LT0013_38/LT0013_38_42_95.tif	shuffled	Binuclear	CP	7.0	0.07355267842384505	6.5	7.5	0.04447378438610765	0.08383730540549031	11
LT0013_38/LT0013_38_42_95.tif	shuffled	Binuclear	CP_and_DP	6.181818181818182	0.09987983250460385	2.5	8.5	0.0304707746877326	0.140396559247987	11
LT0013_38/LT0013_38_42_95.tif	shuffled	Binuclear	DP	6.181818181818182	0.0663902591008791	4.5	8.0	0.05799488665331046	0.07175161751594925	11
LT0013_38/LT0013_38_42_95.tif	shuffled	Large	CP	13.0	0.02570515663832147	12.5	13.5	0.0151040498578026	0.03370086111282525	3
LT0013_38/LT0013_38_42_95.tif	shuffled	Large	CP_and_DP	4.666666666666667	0.081690936463645	2.5	6.0	0.06794415539569855	0.10854452469976994	3
LT0013_38/LT0013_38_42_95.tif	shuffled	Large	DP	9.666666666666666	0.058078167230795834	9.0	10.5	0.054359446886947146	0.0634405722260587	3
LT0013_38/LT0013_38_42_95.tif	shuffled	Polylobed	CP	3.875	0.1420746183198518	2.0	6.0	0.0820071419957772	0.1275978430612741	8
LT0013_38/LT0013_38_42_95.tif	shuffled	Polylobed	CP_and_DP	5.875	0.1356734833100562	1.75	8.75	0.032104634988635875	0.22795970998285264	8
LT0013_38/LT0013_38_42_95.tif	shuffled	Polylobed	DP	7.5	0.09773980910344654	2.5	13.25	0.037102258704218155	0.132756095455889	8
LT0013_42/LT0013_42_107_23.tif	final	Apoptosis	CP	2.4	0.3670094346030191	2.0	3.0	0.0469876770990184	0.4036295074586589	5
LT0013_42/LT0013_42_107_23.tif	final	Apoptosis	CP_and_DP	2.8	0.39112425887597213	1.0	4.0	0.0216463669330702	0.4945736608093881	5
LT0013_42/LT0013_42_107_23.tif	final	Apoptosis	DP	4.0	0.27412870854747506	1.0	5.0	0.0049283877896422	0.3361660643082452	5
LT0013_42/LT0013_42_107_23.tif	final	Metaphase	CP	4.0	0.0092414281262766	4.0	4.0	0.0092414281262766	0.0092414281262766	1
LT0013_42/LT0013_42_107_23.tif	final	Metaphase	CP_and_DP	4.0	0.0206087074420348	4.0	4.0	0.0206087074420348	0.0206087074420348	1
LT0013_42/LT0013_42_107_23.tif	final	Metaphase	DP	3.0	0.0560416222007335	3.0	3.0	0.0560416222007335	0.0560416222007335	1
LT0013_42/LT0013_42_107_23.tif	final	MetaphaseAlignment	CP	4.0	0.0410842797325744	4.0	4.0	0.0410842797325744	0.0410842797325744	1
LT0013_42/LT0013_42_107_23.tif	final	MetaphaseAlignment	CP_and_DP	2.0	0.3526310490793218	2.0	2.0	0.3526310490793218	0.3526310490793218	1
LT0013_42/LT0013_42_107_23.tif	final	MetaphaseAlignment	DP	1.0	0.5067325542261744	1.0	1.0	0.5067325542261744	0.5067325542261744	1
LT0013_42/LT0013_42_107_23.tif	final	Prometaphase	CP	2.4	0.3781746884451893	1.0	3.0	0.0609498147360813	0.8193846536220073	5
LT0013_42/LT0013_42_107_23.tif	final	Prometaphase	CP_and_DP	1.8	0.41854559922507073	1.0	2.0	0.2850390915215406	0.6926143513582604	5
LT0013_42/LT0013_42_107_23.tif	final	Prometaphase	DP	1.4	0.41933597976766296	1.0	2.0	0.2683492655017981	0.5855995770315962	5
LT0013_42/LT0013_42_107_23.tif	shuffled	Apoptosis	CP	2.8	0.14758150351722296	2.0	3.0	0.1222630668966187	0.1670753304066986	5
LT0013_42/LT0013_42_107_23.tif	shuffled	Apoptosis	CP_and_DP	9.6	0.00471610248174142	6.0	14.0	0.0032780576412472	0.0064706520167821	5
LT0013_42/LT0013_42_107_23.tif	shuffled	Apoptosis	DP	6.6	0.0590181526215765	5.0	8.0	0.0527520072142903	0.0643447989807974	5
LT0013_42/LT0013_42_107_23.tif	shuffled	Metaphase	CP	12.0	0.009476057917087	12.0	12.0	0.009476057917087	0.009476057917087	1
LT0013_42/LT0013_42_107_23.tif	shuffled	Metaphase	CP_and_DP	13.0	0.0001454454728985	13.0	13.0	0.0001454454728985	0.0001454454728985	1
LT0013_42/LT0013_42_107_23.tif	shuffled	Metaphase	DP	14.0	0.0157581869132448	14.0	14.0	0.0157581869132448	0.0157581869132448	1
LT0013_42/LT0013_42_107_23.tif	shuffled	MetaphaseAlignment	CP	7.0	0.042569692122111	7.0	7.0	0.042569692122111	0.042569692122111	1
LT0013_42/LT0013_42_107_23.tif	shuffled	MetaphaseAlignment	CP_and_DP	5.0	0.0094912932447653	5.0	5.0	0.0094912932447653	0.0094912932447653	1
LT0013_42/LT0013_42_107_23.tif	shuffled	MetaphaseAlignment	DP	9.0	0.0383676337181468	9.0	9.0	0.0383676337181468	0.0383676337181468	1
LT0013_42/LT0013_42_107_23.tif	shuffled	Prometaphase	CP	4.6	0.10377278765169846	4.0	5.0	0.0873147553265686	0.0996627667935141	5
LT0013_42/LT0013_42_107_23.tif	shuffled	Prometaphase	CP_and_DP	3.6	0.04328753691759846	3.0	5.0	0.0121292329790048	0.0328053051999282	5
LT0013_42/LT0013_42_107_23.tif	shuffled	Prometaphase	DP	3.8	0.13714830919675086	2.0	4.0	0.1147726558099729	0.153008504223973	5
LT0013_42/LT0013_42_107_28.tif	final	Apoptosis	CP	5.8	0.23637567049111877	2.0	9.0	8.214066193911335e-05	0.2360061780162433	5
LT0013_42/LT0013_42_107_28.tif	final	Apoptosis	CP_and_DP	6.0	0.22822277275086766	3.0	9.0	0.0015579721307102	0.1063082583020619	5
LT0013_42/LT0013_42_107_28.tif	final	Apoptosis	DP	6.4	0.24604413747763232	3.0	10.0	0.0009166527605292	0.219475718977707	5
LT0013_42/LT0013_42_107_28.tif	final	Binuclear	CP	15.0	2.1173849173761675e-05	15.0	15.0	1.0935145506472064e-05	3.141255284105129e-05	2
LT0013_42/LT0013_42_107_28.tif	final	Binuclear	CP_and_DP	10.0	0.0341282925424787	7.5	12.5	0.0173907516703089	0.050865833414648495	2
LT0013_42/LT0013_42_107_28.tif	final	Binuclear	DP	8.5	0.0542877157389827	6.25	10.75	0.0284389631692369	0.0801364683087285	2
LT0013_42/LT0013_42_107_28.tif	final	Metaphase	CP	3.0	0.1805255278785764	3.0	3.0	0.1805255278785764	0.1805255278785764	1
LT0013_42/LT0013_42_107_28.tif	final	Metaphase	CP_and_DP	3.0	0.2291035522542439	3.0	3.0	0.2291035522542439	0.2291035522542439	1
LT0013_42/LT0013_42_107_28.tif	final	Metaphase	DP	3.0	0.146226732451572	3.0	3.0	0.146226732451572	0.146226732451572	1
LT0013_42/LT0013_42_107_28.tif	final	MetaphaseAlignment	CP	7.0	0.00048147214170975	4.5	9.5	0.00034749259056412503	0.000615451692855375	2
LT0013_42/LT0013_42_107_28.tif	final	MetaphaseAlignment	CP_and_DP	7.5	0.0013523225713164	4.75	10.25	0.00073595355929585	0.0019686915833369498	2
LT0013_42/LT0013_42_107_28.tif	final	MetaphaseAlignment	DP	9.5	0.0006268197847338718	6.75	12.25	0.00032703104347450766	0.0009266085259932359	2
LT0013_42/LT0013_42_107_28.tif	final	Polylobed	CP	13.5	7.00742331956432e-08	13.25	13.75	4.049057103627333e-08	9.965789535501308e-08	2
LT0013_42/LT0013_42_107_28.tif	final	Polylobed	CP_and_DP	12.0	0.0001694453973718777	11.0	13.0	8.690013219086651e-05	0.00025199066255288886	2
LT0013_42/LT0013_42_107_28.tif	final	Polylobed	DP	10.5	0.00285308811325704	8.75	12.25	0.0014283826456069606	0.0042777935809071195	2
LT0013_42/LT0013_42_107_28.tif	final	Prometaphase	CP	5.5	0.1830232904997644	2.5	6.5	0.0002477156730754526	0.20052254297437594	4
LT0013_42/LT0013_42_107_28.tif	final	Prometaphase	CP_and_DP	4.25	0.19096186318387162	2.5	5.75	0.0015469157326827986	0.19217655911357856	4
LT0013_42/LT0013_42_107_28.tif	final	Prometaphase	DP	3.5	0.16379530402654682	2.5	4.0	0.0024795581806192684	0.16465573793329946	4
LT0013_42/LT0013_42_107_28.tif	shuffled	Apoptosis	CP	3.2	0.10665526875895999	2.0	3.0	0.096205305436042	0.1163591423295149	5
LT0013_42/LT0013_42_107_28.tif	shuffled	Apoptosis	CP_and_DP	4.8	0.0923637447489326	4.0	5.0	0.0884398286687177	0.1090907308407586	5
LT0013_42/LT0013_42_107_28.tif	shuffled	Apoptosis	DP	4.4	0.18725013391417913	2.0	6.0	0.0076933957242931	0.0342302551895725	5
LT0013_42/LT0013_42_107_28.tif	shuffled	Binuclear	CP	5.0	0.0971093861609382	5.0	5.0	0.09372191357724345	0.10049685874463295	2
LT0013_42/LT0013_42_107_28.tif	shuffled	Binuclear	CP_and_DP	6.5	0.06789789617601134	6.25	6.75	0.06488385194652208	0.07091194040550063	2
LT0013_42/LT0013_42_107_28.tif	shuffled	Binuclear	DP	3.0	0.18250746097313847	2.5	3.5	0.15644782604650842	0.2085670958997685	2
LT0013_42/LT0013_42_107_28.tif	shuffled	Metaphase	CP	13.0	0.0154422166807394	13.0	13.0	0.0154422166807394	0.0154422166807394	1
LT0013_42/LT0013_42_107_28.tif	shuffled	Metaphase	CP_and_DP	13.0	0.0239746160049976	13.0	13.0	0.0239746160049976	0.0239746160049976	1
LT0013_42/LT0013_42_107_28.tif	shuffled	Metaphase	DP	10.0	0.0019644320019626	10.0	10.0	0.0019644320019626	0.0019644320019626	1
LT0013_42/LT0013_42_107_28.tif	shuffled	MetaphaseAlignment	CP	5.0	0.054633652383244996	3.5	6.5	0.03452137964520535	0.07474592512128464	2
LT0013_42/LT0013_42_107_28.tif	shuffled	MetaphaseAlignment	CP_and_DP	4.0	0.08758273013634665	3.5	4.5	0.08474575974511242	0.09041970052758087	2
LT0013_42/LT0013_42_107_28.tif	shuffled	MetaphaseAlignment	DP	9.5	0.02266430721049285	6.75	12.25	0.011421309976839275	0.03390730444414643	2
LT0013_42/LT0013_42_107_28.tif	shuffled	Polylobed	CP	2.0	0.1812397600287673	1.5	2.5	0.17326877592869425	0.18921074412884034	2
LT0013_42/LT0013_42_107_28.tif	shuffled	Polylobed	CP_and_DP	2.0	0.2111411986403853	2.0	2.0	0.20433949471496116	0.21794290256580945	2
LT0013_42/LT0013_42_107_28.tif	shuffled	Polylobed	DP	5.0	0.10046603955477755	4.0	6.0	0.06333058979449467	0.13760148931506042	2
LT0013_42/LT0013_42_107_28.tif	shuffled	Prometaphase	CP	3.25	0.10774108611584125	3.0	3.25	0.09493015725084235	0.11427090099360755	4
LT0013_42/LT0013_42_107_28.tif	shuffled	Prometaphase	CP_and_DP	2.5	0.221238624324454	1.0	3.0	0.16096560697880957	0.25809197777348714	4
LT0013_42/LT0013_42_107_28.tif	shuffled	Prometaphase	DP	4.75	0.09042425274637982	2.75	6.5	0.02316072249275185	0.09836510359780232	4
LT0013_42/LT0013_42_107_39.tif	final	Apoptosis	CP	4.666666666666667	0.4560493006082294	1.0	6.5	0.20298751763043718	0.6840436617475836	3
LT0013_42/LT0013_42_107_39.tif	final	Apoptosis	CP_and_DP	5.666666666666667	0.3265982696424811	2.0	8.0	0.06617374075328544	0.4897605562892258	3
LT0013_42/LT0013_42_107_39.tif	final	Apoptosis	DP	3.0	0.3887264864628463	1.0	4.0	0.1895054482595802	0.5810917161728739	3
LT0013_42/LT0013_42_107_39.tif	final	Binuclear	CP	15.0	9.249906818562692e-08	15.0	15.0	9.249906818562692e-08	9.249906818562692e-08	1
LT0013_42/LT0013_42_107_39.tif	final	Binuclear	CP_and_DP	15.0	6.332867159463439e-06	15.0	15.0	6.332867159463439e-06	6.332867159463439e-06	1
LT0013_42/LT0013_42_107_39.tif	final	Binuclear	DP	15.0	2.0316566288838616e-05	15.0	15.0	2.0316566288838616e-05	2.0316566288838616e-05	1
LT0013_42/LT0013_42_107_39.tif	final	MetaphaseAlignment	CP	4.0	0.0659512902150868	4.0	4.0	0.0659512902150868	0.0659512902150868	1
LT0013_42/LT0013_42_107_39.tif	final	MetaphaseAlignment	CP_and_DP	4.0	0.004868849364268	4.0	4.0	0.004868849364268	0.004868849364268	1
LT0013_42/LT0013_42_107_39.tif	final	MetaphaseAlignment	DP	6.0	0.0009125993583557	6.0	6.0	0.0009125993583557	0.0009125993583557	1
LT0013_42/LT0013_42_107_39.tif	final	Polylobed	CP	14.0	8.529209202129049e-06	14.0	14.0	8.529209202129049e-06	8.529209202129049e-06	1
LT0013_42/LT0013_42_107_39.tif	final	Polylobed	CP_and_DP	13.0	2.569350125654516e-05	13.0	13.0	2.569350125654516e-05	2.569350125654516e-05	1
LT0013_42/LT0013_42_107_39.tif	final	Polylobed	DP	14.0	5.727197016987493e-07	14.0	14.0	5.727197016987493e-07	5.727197016987493e-07	1
LT0013_42/LT0013_42_107_39.tif	final	Prometaphase	CP	4.333333333333333	0.1490334278484864	2.25	4.5	0.0017608052203401002	0.27686107550562455	6
LT0013_42/LT0013_42_107_39.tif	final	Prometaphase	CP_and_DP	4.0	0.41924895395492295	1.0	3.0	0.00022090025257336134	0.8127291183596463	6
LT0013_42/LT0013_42_107_39.tif	final	Prometaphase	DP	3.5	0.35749214455570977	1.0	2.0	0.0029549505247079503	0.6193519349785556	6
