	Cell_UUID	Metadata_DNA	Mitocheck_Phenotypic_Class	Model_Feature_Type	Model_C	Model_l1_ratio	Model_Phenotypic_Class	Predicted_Probability
19	00a9d8f7-d819-44a4-ac7a-bceb0782b6c6	LT0019_06/LT0019_06_140_70.tif	Apoptosis	CP	1.0	0.30000000000000004	Elongated	3.848380168710831e-07
20	00a9d8f7-d819-44a4-ac7a-bceb0782b6c6	LT0019_06/LT0019_06_140_70.tif	Apoptosis	CP	1.0	0.30000000000000004	Grape	3.4112772540126773e-10
21	00a9d8f7-d819-44a4-ac7a-bceb0782b6c6	LT0019_06/LT0019_06_140_70.tif	Apoptosis	CP	1.0	0.30000000000000004	Hole	4.6143416009098275e-07
22	00a9d8f7-d819-44a4-ac7a-bceb0782b6c6	LT0019_06/LT0019_06_140_70.tif	Apoptosis	CP	1.0	0.30000000000000004	Interphase	6.948600316891528e-11
23	00a9d8f7-d819-44a4-ac7a-bceb0782b6c6	LT0019_06/LT0019_06_140_70.tif	Apoptosis	CP	1.0	0.30000000000000004	Large	1.2315989560007654e-11
24	00a9d8f7-d819-44a4-ac7a-bceb0782b6c6	LT0019_06/LT0019_06_140_70.tif	Apoptosis	CP	1.0	0.30000000000000004	Metaphase	0.001378114719410753
25	00a9d8f7-d819-44a4-ac7a-bceb0782b6c6	LT0019_06/LT0019_06_140_70.tif	Apoptosis	CP	1.0	0.30000000000000004	MetaphaseAlignment	0.0018497141417695567
26	00a9d8f7-d819-44a4-ac7a-bceb0782b6c6	LT0019_06/LT0019_06_140_70.tif	Apoptosis	CP	1.0	0.30000000000000004	OutOfFocus	6.209775872371148e-12
27	00a9d8f7-d819-44a4-ac7a-bceb0782b6c6	LT0019_06/LT0019_06_140_70.tif	Apoptosis	CP	1.0	0.30000000000000004	Polylobed	1.8416807661936812e-13
28	00a9d8f7-d819-44a4-ac7a-bceb0782b6c6	LT0019_06/LT0019_06_140_70.tif	Apoptosis	CP	1.0	0.30000000000000004	Prometaphase	2.2831822246523936e-05
29	00a9d8f7-d819-44a4-ac7a-bceb0782b6c6	LT0019_06/LT0019_06_140_70.tif	Apoptosis	CP	1.0	0.30000000000000004	SmallIrregular	2.2863844244425934e-08
30	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	ADCCM	0.020223041155405335
31	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Anaphase	0.004071476755974557
32	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Apoptosis	0.0010822161340870598
33	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Binuclear	0.517328002662846
34	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Elongated	0.003983393504926929
35	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Grape	0.1786691031919066
36	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Hole	0.002234073075241815
37	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Interphase	0.0012100292984850412
38	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Large	0.001838524313844019
39	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Metaphase	0.0007646304430244884
40	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	MetaphaseAlignment	0.002674392023909271
41	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	OutOfFocus	0.1128018489031944
42	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Polylobed	0.1508998037407417
43	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Prometaphase	0.001743081199598165
44	00bb63e5-bc9f-4a2b-b71f-f23e2ffb25af	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	SmallIrregular	0.00047638359681462646
45	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	ADCCM	0.016084640939965086
46	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Anaphase	0.0008217756394436586
47	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Apoptosis	0.00020806433837671434
48	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Binuclear	0.5573382689114317
49	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Elongated	0.00031198775207098313
50	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Grape	0.025721524728418963
51	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Hole	0.0017045299055523189
52	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Interphase	0.0068480870287244795
53	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Large	0.008016797304827917
54	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Metaphase	0.00016158913518828829
55	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	MetaphaseAlignment	0.0031259500473891067
56	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	OutOfFocus	0.2304579490220194
57	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Polylobed	0.08401873809568519
58	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Prometaphase	0.00018017155983309345
59	04ab440a-e7ad-433e-a741-328c256c9db0	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	SmallIrregular	0.06499992559107286
60	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	ADCCM	0.0023887782245002685
61	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	Anaphase	1.2673252028954494e-06
62	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	Apoptosis	0.006041976297418311
63	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	Binuclear	5.2872543186404585e-09
64	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	Elongated	2.3602603527555005e-07
65	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	Grape	7.059550194925153e-05
66	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	Hole	2.2826850287558476e-08
67	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	Interphase	2.573334618967717e-07
68	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	Large	2.8259108924779257e-06
69	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	Metaphase	0.00022172476950476958
70	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	MetaphaseAlignment	0.9523705303980271
71	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	OutOfFocus	0.00010296733087905414
72	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	Polylobed	1.20203407593054e-06
73	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	Prometaphase	0.038680456541392724
74	05e78e1a-df1f-42d4-b567-57cb34e2007b	LT0017_19/LT0017_19_365_65.tif	Binuclear	CP	1.0	0.30000000000000004	SmallIrregular	0.00011715419255535676
75	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	ADCCM	0.0002540205599588446
76	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	Anaphase	0.07806865189333137
77	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	Apoptosis	0.686436523735172
78	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	Binuclear	1.1067217200296296e-06
79	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	Elongated	6.269774577856502e-05
80	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	Grape	6.088225047071248e-05
81	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	Hole	0.0039207201599827475
82	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	Interphase	0.001432863371005212
83	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	Large	6.2915545960976604e-06
84	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	Metaphase	0.011571161647555365
85	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	MetaphaseAlignment	0.03162601640702219
86	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	OutOfFocus	3.286980370722389e-07
87	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	Polylobed	1.583494822771879e-05
88	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	Prometaphase	0.1855692856565708
89	07ec88a9-e73b-492e-aa64-229c9ab343c4	LT0019_06/LT0019_06_140_70.tif	Grape	CP	1.0	0.30000000000000004	SmallIrregular	0.0009736146505711365
90	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	ADCCM	0.006332896301513947
91	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Anaphase	2.2601355852350936e-05
92	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Apoptosis	0.0008843043250240745
93	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Binuclear	0.4169154077243162
94	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Elongated	0.0005445555644099234
95	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Grape	0.03261906793799594
96	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Hole	0.0014747448849105136
97	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Interphase	0.006729723533863809
98	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Large	0.02994153228416681
99	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Metaphase	0.0002393754533647272
100	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	MetaphaseAlignment	0.00444378237028872
101	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	OutOfFocus	0.024269904965755273
102	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Polylobed	0.46493638774517154
103	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	Prometaphase	0.010528961613232024
104	08c1dd64-a50a-470a-8fac-3df28fd3b825	LT0013_38/LT0013_38_42_95.tif	Large	CP	1.0	0.30000000000000004	SmallIrregular	0.00011675394013444334
105	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	ADCCM	0.011605560750030358
106	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Anaphase	2.459075702300968e-06
107	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Apoptosis	2.75808788382162e-05
108	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Binuclear	0.04672445830605896
109	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Elongated	4.2994652982949364e-05
110	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Grape	0.05418782812434932
111	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Hole	1.053220108211728e-05
112	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Interphase	6.397942939561389e-07
113	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Large	0.004435623297829822
114	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Metaphase	8.2757699301851e-06
115	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	MetaphaseAlignment	0.0001938576516403392
116	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	OutOfFocus	0.001755762000029163
117	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Polylobed	0.8809996087596025
118	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	Prometaphase	2.315591903670127e-06
119	0b201470-a27c-44e7-8f0f-e9aa41707a72	LT0013_38/LT0013_38_42_95.tif	Binuclear	CP	1.0	0.30000000000000004	SmallIrregular	2.503145726271236e-06
120	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	ADCCM	0.015773370890665005
121	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	Anaphase	5.105107513680564e-06
122	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	Apoptosis	0.0005299572591267678
123	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	Binuclear	0.005642043009890858
124	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	Elongated	0.00013323253660610905
125	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	Grape	0.06355029700037688
126	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	Hole	4.810424217722933e-05
127	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	Interphase	5.70086909425137e-06
128	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	Large	0.5355923403259042
129	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	Metaphase	1.913741031910333e-05
130	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	MetaphaseAlignment	0.01569082328355423
131	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	OutOfFocus	5.9669794392982975e-05
132	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	Polylobed	0.3623924304784214
133	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	Prometaphase	0.0005577319694292854
134	0bb498a2-cd81-4b45-98f7-2a7efa182e86	LT0019_06/LT0019_06_140_70.tif	SmallIrregular	CP	1.0	0.30000000000000004	SmallIrregular	5.582252793687434e-08
135	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	ADCCM	0.007263014442179654
136	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	Anaphase	8.562666965651942e-07
137	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	Apoptosis	0.0001894875921047671
138	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	Binuclear	0.27964829154603676
139	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	Elongated	2.503889401583962e-05
140	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	Grape	0.03476327350769109
141	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	Hole	0.0002728148320491295
142	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	Interphase	0.00018822518713165287
143	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	Large	0.48519959240401883
144	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	Metaphase	1.800135787809813e-05
145	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	MetaphaseAlignment	0.0014340147237254552
146	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	OutOfFocus	0.004770268068012062
147	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	Polylobed	0.16612664194661772
148	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	Prometaphase	0.020092776603938635
149	0bd1ba75-aae6-454a-bc69-02494862a078	LT0013_38/LT0013_38_42_75.tif	Binuclear	CP	1.0	0.30000000000000004	SmallIrregular	7.70262790370289e-06
150	0c9adcb6-fa15-4e6d-aba4-66005faca675	LT0017_19/LT0017_19_365_65.tif	Polylobed	CP	1.0	0.30000000000000004	ADCCM	2.1414822944689582e-05
151	0c9adcb6-fa15-4e6d-aba4-66005faca675	LT0017_19/LT0017_19_365_65.tif	Polylobed	CP	1.0	0.30000000000000004	Anaphase	8.290379440437148e-06
152	0c9adcb6-fa15-4e6d-aba4-66005faca675	LT0017_19/LT0017_19_365_65.tif	Polylobed	CP	1.0	0.30000000000000004	Apoptosis	4.469329690369209e-05
153	0c9adcb6-fa15-4e6d-aba4-66005faca675	LT0017_19/LT0017_19_365_65.tif	Polylobed	CP	1.0	0.30000000000000004	Binuclear	0.031072696238659343
154	0c9adcb6-fa15-4e6d-aba4-66005faca675	LT0017_19/LT0017_19_365_65.tif	Polylobed	CP	1.0	0.30000000000000004	Elongated	1.5151868005337772e-05
155	0c9adcb6-fa15-4e6d-aba4-66005faca675	LT0017_19/LT0017_19_365_65.tif	Polylobed	CP	1.0	0.30000000000000004	Grape	0.001762783407072169
156	0c9adcb6-fa15-4e6d-aba4-66005faca675	LT0017_19/LT0017_19_365_65.tif	Polylobed	CP	1.0	0.30000000000000004	Hole	1.6330072521364224e-05
157	0c9adcb6-fa15-4e6d-aba4-66005faca675	LT0017_19/LT0017_19_365_65.tif	Polylobed	CP	1.0	0.30000000000000004	Interphase	3.0997974773852146e-05
