	Coef_Num	Phenotypic_Class	Value
256	16	ADCCM	7.61418713048177e-08
257	16	Anaphase	0.04129693735724724
258	16	Apoptosis	0.07432475705018583
259	16	Artefact	0.04251947667279799
260	16	Binuclear	0.06503209297724133
261	16	Elongated	0.0009258456826816274
262	16	Grape	0.016757014207282307
263	16	Hole	0.0
264	16	Interphase	0.0
265	16	Large	0.005164310244668302
266	16	Metaphase	0.04195670474825538
267	16	MetaphaseAlignment	0.02692565338445472
268	16	OutOfFocus	0.0
269	16	Polylobed	0.033073824514194064
270	16	Prometaphase	0.05297538539937946
271	16	SmallIrregular	0.00974952013524043
272	17	ADCCM	0.0007966595850584017
273	17	Anaphase	0.018765833093035252
274	17	Apoptosis	0.02037050378101356
275	17	Artefact	0.04675758688692671
276	17	Binuclear	0.08991238427634553
277	17	Elongated	0.029260826335054856
278	17	Grape	0.035127924678822635
279	17	Hole	0.0
280	17	Interphase	0.028355984128852346
281	17	Large	0.0031164098982471473
282	17	Metaphase	0.020203463632318893
283	17	MetaphaseAlignment	0.03038440936320655
284	17	OutOfFocus	0.0
285	17	Polylobed	0.032293617731529826
286	17	Prometaphase	0.10140778632772106
287	17	SmallIrregular	0.02886215687689685
288	18	ADCCM	0.013238908721695542
289	18	Anaphase	0.0028580292772869566
290	18	Apoptosis	0.003776599389215358
291	18	Artefact	0.05933292103356716
292	18	Binuclear	0.09765275864551903
293	18	Elongated	0.015173187821159522
294	18	Grape	0.0
295	18	Hole	0.0003206145717005509
296	18	Interphase	0.0
297	18	Large	0.013289921005882032
298	18	Metaphase	0.011402660193590475
299	18	MetaphaseAlignment	1.676073021236243e-07
300	18	OutOfFocus	0.042078821346443245
301	18	Polylobed	0.006984042712792901
302	18	Prometaphase	0.001449696902877247
303	18	SmallIrregular	0.041182788386829164
304	19	ADCCM	0.11939963268874136
305	19	Anaphase	0.04036893563994853
306	19	Apoptosis	0.023536642652029083
307	19	Artefact	0.0
308	19	Binuclear	0.02695574295159999
309	19	Elongated	0.05530758617566147
310	19	Grape	0.05130684617277796
311	19	Hole	0.039572001916220526
312	19	Interphase	0.013665050974653824
313	19	Large	0.0019345365283083664
314	19	Metaphase	0.04053264062260811
315	19	MetaphaseAlignment	0.031057142730924293
316	19	OutOfFocus	0.0
317	19	Polylobed	0.04361008286806683
318	19	Prometaphase	0.038896453807839966
319	19	SmallIrregular	0.15177241153984386
320	20	ADCCM	0.07956931200609751
321	20	Anaphase	0.01759071807715365
322	20	Apoptosis	0.040566783729003804
323	20	Artefact	0.025737343647969164
324	20	Binuclear	0.011451424650260708
325	20	Elongated	0.02928779641485685
326	20	Grape	0.012814950838487415
327	20	Hole	0.03313334523620538
328	20	Interphase	0.06573593813301278
329	20	Large	0.0
330	20	Metaphase	0.08964513040994954
331	20	MetaphaseAlignment	0.020500433932083985
332	20	OutOfFocus	0.013990612799891248
333	20	Polylobed	0.02884533690201656
334	20	Prometaphase	0.026046241643066917
335	20	SmallIrregular	0.029080166768682393
336	21	ADCCM	0.0011632509573598273
337	21	Anaphase	0.004617429760802615
338	21	Apoptosis	0.021736555043116806
339	21	Artefact	0.020761221105729862
340	21	Binuclear	0.03651399574704734
341	21	Elongated	0.021093218895776998
342	21	Grape	0.05750643975582195
343	21	Hole	0.011141786458702648
344	21	Interphase	0.07913132724250688
345	21	Large	0.009196631331070048
346	21	Metaphase	0.01568986769769964
347	21	MetaphaseAlignment	1.2448604082174775e-07
348	21	OutOfFocus	0.0
349	21	Polylobed	0.06167112493086012
350	21	Prometaphase	0.02559231646991205
351	21	SmallIrregular	0.0037662195877380066
352	22	ADCCM	0.03870375708100831
353	22	Anaphase	0.0
354	22	Apoptosis	0.006308605018521872
355	22	Artefact	0.0553772548502586
356	22	Binuclear	1.041549127910719e-07
357	22	Elongated	0.0
358	22	Grape	0.0
359	22	Hole	0.05462961359750185
360	22	Interphase	0.13888671335342087
361	22	Large	0.006562654012435734
362	22	Metaphase	0.0
363	22	MetaphaseAlignment	0.049338275235031905
364	22	OutOfFocus	0.012037020189630189
365	22	Polylobed	0.01865155624902719
366	22	Prometaphase	0.0
367	22	SmallIrregular	0.06429264608732159
368	23	ADCCM	0.0014877419482649287
369	23	Anaphase	0.02178261161538772
370	23	Apoptosis	0.10465669761689142
371	23	Artefact	0.0
372	23	Binuclear	0.004353220185173684
373	23	Elongated	0.008876016478574361
374	23	Grape	0.013040791695857071
375	23	Hole	0.0365019281279741
376	23	Interphase	0.059397447223824125
377	23	Large	0.01179365721302771
378	23	Metaphase	0.14733792508532856
379	23	MetaphaseAlignment	0.09847971532299414
380	23	OutOfFocus	0.0
381	23	Polylobed	0.020313097169384783
382	23	Prometaphase	0.0
383	23	SmallIrregular	0.029185596533801678
384	24	ADCCM	0.0
385	24	Anaphase	0.000362493936146907
386	24	Apoptosis	0.02280993610416693
387	24	Artefact	0.0
388	24	Binuclear	0.0
389	24	Elongated	0.02812069280342696
390	24	Grape	0.0
391	24	Hole	0.0
392	24	Interphase	0.007098266918830007
393	24	Large	0.0
394	24	Metaphase	0.051070679599436404
395	24	MetaphaseAlignment	1.311716698736933e-07
396	24	OutOfFocus	0.011806740878423157
397	24	Polylobed	0.021041993814132888
398	24	Prometaphase	0.0
399	24	SmallIrregular	0.005008907666992559
400	25	ADCCM	6.778163544569024e-08
401	25	Anaphase	0.0
402	25	Apoptosis	0.0
403	25	Artefact	0.008722804543517187
404	25	Binuclear	0.03922733887981298
405	25	Elongated	0.0
406	25	Grape	0.012381503722223238
407	25	Hole	0.0
408	25	Interphase	0.029197982362315654
409	25	Large	0.0
410	25	Metaphase	0.009112690250374136
411	25	MetaphaseAlignment	0.002091652334428394
412	25	OutOfFocus	0.03324251135024566
413	25	Polylobed	0.0
414	25	Prometaphase	0.0
415	25	SmallIrregular	0.0
416	26	ADCCM	7.665904003974915e-08
417	26	Anaphase	0.0
418	26	Apoptosis	0.03292535512435851
419	26	Artefact	0.0734454093917146
420	26	Binuclear	0.0071457416050808385
421	26	Elongated	0.0
422	26	Grape	0.01751382565809862
423	26	Hole	0.002933574218577586
424	26	Interphase	0.01962101053582076
425	26	Large	0.0
426	26	Metaphase	0.004978928189886575
427	26	MetaphaseAlignment	0.007197978615920246
428	26	OutOfFocus	0.022621229006079012
429	26	Polylobed	0.058031243931221985
430	26	Prometaphase	0.0
431	26	SmallIrregular	0.02738950490232802
432	27	ADCCM	0.0006160854242556318
433	27	Anaphase	0.014054540114664015
434	27	Apoptosis	0.03813649396811535
435	27	Artefact	0.05891650517963023
436	27	Binuclear	0.0003039022274500402
437	27	Elongated	0.021677002998450726
438	27	Grape	0.05173436929070651
439	27	Hole	0.0052840753389947915
440	27	Interphase	0.01964099710139456
441	27	Large	0.009533850405210537
442	27	Metaphase	0.02980289477340989
443	27	MetaphaseAlignment	0.03272003371596137
444	27	OutOfFocus	0.0041593602409455074
445	27	Polylobed	0.009795565339430904
446	27	Prometaphase	0.02437056796254354
447	27	SmallIrregular	0.010765810264736527
448	28	ADCCM	0.04272200504352831
449	28	Anaphase	0.028521569097557115
450	28	Apoptosis	0.032201885727453826
451	28	Artefact	0.0051654212089816244
452	28	Binuclear	0.052909289250573394
453	28	Elongated	0.010017819594506752
454	28	Grape	0.016993396256186684
455	28	Hole	0.03746105970703836
456	28	Interphase	0.10447905312629809
457	28	Large	0.017570950607838705
458	28	Metaphase	0.0040962006394474285
459	28	MetaphaseAlignment	0.05658183332405684
460	28	OutOfFocus	0.01666765913084961
461	28	Polylobed	0.03949565553620706
462	28	Prometaphase	0.008207410211172222
463	28	SmallIrregular	0.0318852100438871
464	29	ADCCM	0.033658692991539715
465	29	Anaphase	0.0
466	29	Apoptosis	0.028340604109170577
467	29	Artefact	0.025308307041010593
468	29	Binuclear	0.06239169278806536
469	29	Elongated	0.002040017532157569
470	29	Grape	0.019005905737637975
471	29	Hole	0.023515568329182425
472	29	Interphase	0.05591477885787203
473	29	Large	0.05217627755417034
474	29	Metaphase	0.0
475	29	MetaphaseAlignment	0.019124784615841862
476	29	OutOfFocus	0.0
477	29	Polylobed	0.1320619026043154
478	29	Prometaphase	0.0
479	29	SmallIrregular	0.0
480	30	ADCCM	0.0
481	30	Anaphase	0.009337220617107985
482	30	Apoptosis	0.0011564382931137163
483	30	Artefact	0.023420864450346676
484	30	Binuclear	0.018632908370864294
485	30	Elongated	0.005962098688887545
486	30	Grape	0.020265691269973077
487	30	Hole	0.0
488	30	Interphase	0.024588955791758276
489	30	Large	0.0
490	30	Metaphase	0.005155499475810493
491	30	MetaphaseAlignment	1.1105494252922646e-07
492	30	OutOfFocus	0.01174886910391587
493	30	Polylobed	0.0054182857828990625
494	30	Prometaphase	0.021446009451615736
495	30	SmallIrregular	0.019113699411038694
496	31	ADCCM	0.017308821700745793
497	31	Anaphase	0.0
498	31	Apoptosis	0.02145337872531573
499	31	Artefact	0.0
500	31	Binuclear	0.054797056634906326
501	31	Elongated	0.022447259201774854
502	31	Grape	0.014314210575743797
503	31	Hole	0.0
504	31	Interphase	0.019920366568508714
505	31	Large	0.003618658306888602
506	31	Metaphase	0.0
507	31	MetaphaseAlignment	0.055257018176198554
508	31	OutOfFocus	0.025285871125523402
509	31	Polylobed	0.025574035590948233
510	31	Prometaphase	0.07594240005978585
511	31	SmallIrregular	0.0062164507395089
512	32	ADCCM	0.034137442257514805
513	32	Anaphase	0.0
514	32	Apoptosis	0.11883835674359422
515	32	Artefact	0.05360070803839404
516	32	Binuclear	0.08282349797571542
517	32	Elongated	0.03175011431567759
518	32	Grape	0.0
519	32	Hole	0.016419211292795152
520	32	Interphase	0.07440664271730463
521	32	Large	0.0
522	32	Metaphase	0.0177792033088696
523	32	MetaphaseAlignment	2.123857634175582e-07
524	32	OutOfFocus	0.0
525	32	Polylobed	0.06305016281884336
526	32	Prometaphase	0.04061532100252782
527	32	SmallIrregular	0.00290914699080396
528	33	ADCCM	0.08371653420671318
529	33	Anaphase	0.07362452383314218
530	33	Apoptosis	0.010911322671546356
531	33	Artefact	0.012744165535688986
532	33	Binuclear	0.13869767094908103
533	33	Elongated	0.017617725952444884
534	33	Grape	0.08789026057009071
535	33	Hole	0.010606843704989958
536	33	Interphase	0.01803670516647767
537	33	Large	0.0
538	33	Metaphase	0.029480870310083656
539	33	MetaphaseAlignment	1.075872114942794e-07
540	33	OutOfFocus	0.001818814227260952
541	33	Polylobed	0.11875051102702099
542	33	Prometaphase	0.021475211143392126
543	33	SmallIrregular	0.0
544	34	ADCCM	0.03954923534881298
545	34	Anaphase	0.027038041755296706
546	34	Apoptosis	0.05411868762432604
547	34	Artefact	0.0406237460601716
548	34	Binuclear	0.053890130960200525
549	34	Elongated	0.0
550	34	Grape	0.003117838017024058
551	34	Hole	0.004772535206690434
552	34	Interphase	0.04467151472660436
553	34	Large	0.0
554	34	Metaphase	0.037468951741874784
555	34	MetaphaseAlignment	0.01121872298674585
556	34	OutOfFocus	0.016516546586963513
557	34	Polylobed	0.009902667403220919
558	34	Prometaphase	0.005899570759996357
559	34	SmallIrregular	0.011912044324443474
560	35	ADCCM	0.06687239512623405
561	35	Anaphase	0.011244557473957716
562	35	Apoptosis	0.011934732599761397
563	35	Artefact	0.010986131453601064
564	35	Binuclear	0.07222132965632884
565	35	Elongated	0.015806599992901276
566	35	Grape	0.11464121388725328
567	35	Hole	0.01758024581165796
568	35	Interphase	0.08301169680488125
569	35	Large	0.023093743360326782
570	35	Metaphase	0.008330972513626243
571	35	MetaphaseAlignment	0.019687463862225443
572	35	OutOfFocus	0.0
573	35	Polylobed	0.05276104791926032
574	35	Prometaphase	0.0815329390646118
575	35	SmallIrregular	0.007756248839697659
576	36	ADCCM	0.019994355043202166
577	36	Anaphase	0.007082202747642353
578	36	Apoptosis	0.02789997446046465
579	36	Artefact	0.0004871987097066677
580	36	Binuclear	0.009848313939234712
581	36	Elongated	0.0
582	36	Grape	0.05934207546528595
583	36	Hole	0.006401319263242318
584	36	Interphase	0.0
585	36	Large	0.022926454515112306
586	36	Metaphase	0.005583976447239524
587	36	MetaphaseAlignment	0.03346642800129244
588	36	OutOfFocus	0.005822886220728069
589	36	Polylobed	0.012515000107904892
590	36	Prometaphase	0.011982213896186943
591	36	SmallIrregular	0.0
592	37	ADCCM	0.023046985235132857
593	37	Anaphase	0.0054269517210070355
594	37	Apoptosis	0.1289783956405588
595	37	Artefact	0.0390102237268799
596	37	Binuclear	0.011124341327627464
597	37	Elongated	0.03753063622127441
598	37	Grape	0.008686306920709892
599	37	Hole	0.0
600	37	Interphase	0.0664530811783451
601	37	Large	0.04236073278680923
602	37	Metaphase	0.0
603	37	MetaphaseAlignment	0.0010436625369990517
604	37	OutOfFocus	0.014265237748458922
605	37	Polylobed	0.034121330902365986
606	37	Prometaphase	0.023832613368440038
607	37	SmallIrregular	0.04534487378091522
608	38	ADCCM	0.030434089355904255
609	38	Anaphase	0.030719392808302146
610	38	Apoptosis	0.018242241777990775
611	38	Artefact	0.0024440857429712834
612	38	Binuclear	0.008160099384759876
613	38	Elongated	0.0034747526830951783
614	38	Grape	0.005394111069599458
615	38	Hole	0.0008106306052097296
616	38	Interphase	0.015046508785831473
617	38	Large	0.010799042227939813
618	38	Metaphase	0.009633615686086654
619	38	MetaphaseAlignment	0.024552387707640393
620	38	OutOfFocus	0.0
621	38	Polylobed	0.12958440130547344
622	38	Prometaphase	0.023533483578649345
623	38	SmallIrregular	0.025232889154471937
624	39	ADCCM	0.06721720368421878
625	39	Anaphase	0.05268305037086267
626	39	Apoptosis	0.016554238895468008
627	39	Artefact	0.0
628	39	Binuclear	0.0661441819287486
629	39	Elongated	0.008580906266352105
630	39	Grape	0.0003879273537912659
631	39	Hole	0.0
632	39	Interphase	0.10312746601078733
633	39	Large	0.015575750753779618
634	39	Metaphase	0.055067214032515674
635	39	MetaphaseAlignment	0.12807371658336783
636	39	OutOfFocus	0.0
637	39	Polylobed	0.0589723314646773
638	39	Prometaphase	0.05231357749947742
639	39	SmallIrregular	0.04934908781659806
640	40	ADCCM	0.026065250322861888
641	40	Anaphase	0.011873133977492827
642	40	Apoptosis	0.00021473835404300616
643	40	Artefact	1.4751359107596896e-07
644	40	Binuclear	0.051705773994406394
645	40	Elongated	0.003889087537921346
646	40	Grape	0.0
647	40	Hole	0.0
648	40	Interphase	0.050672766636417954
649	40	Large	0.01512161225033477
650	40	Metaphase	0.02375931692440524
651	40	MetaphaseAlignment	0.0003252491344365371
652	40	OutOfFocus	0.0
653	40	Polylobed	0.04622680780305658
654	40	Prometaphase	0.017412439592956745
655	40	SmallIrregular	0.0
656	41	ADCCM	0.01566345527467883
657	41	Anaphase	0.0
658	41	Apoptosis	0.013713979959906074
659	41	Artefact	0.015720458720365482
660	41	Binuclear	0.020279170259665295
661	41	Elongated	0.06428941366132862
662	41	Grape	0.0
663	41	Hole	0.009486530279974405
664	41	Interphase	0.06550438388867895
665	41	Large	0.03208393396906903
666	41	Metaphase	0.0031485494094548577
667	41	MetaphaseAlignment	0.02207632923359757
668	41	OutOfFocus	0.0
669	41	Polylobed	0.009770548182403428
670	41	Prometaphase	0.005886782274705448
671	41	SmallIrregular	0.06780582735943683
672	42	ADCCM	2.261225285745778e-07
673	42	Anaphase	0.005995189931505474
674	42	Apoptosis	0.016314505024270502
675	42	Artefact	0.021919432637479863
676	42	Binuclear	0.07455480630818816
677	42	Elongated	0.0
678	42	Grape	0.043302925743354696
679	42	Hole	0.0
680	42	Interphase	9.528560450562526e-05
681	42	Large	0.03714445323241225
682	42	Metaphase	0.0
683	42	MetaphaseAlignment	0.0004055892172854807
684	42	OutOfFocus	0.01673756207247635
685	42	Polylobed	0.07343507025210508
686	42	Prometaphase	0.06072602644796636
687	42	SmallIrregular	0.0
688	43	ADCCM	0.05232095453790486
689	43	Anaphase	0.0
690	43	Apoptosis	0.01371025699436362
691	43	Artefact	0.00463472708182196
692	43	Binuclear	0.0025140095097133646
693	43	Elongated	0.024048262552744407
694	43	Grape	0.03549480055247066
695	43	Hole	0.05191292558783641
696	43	Interphase	0.0
697	43	Large	0.0009101016552513826
698	43	Metaphase	0.014773489454608426
699	43	MetaphaseAlignment	0.02627619647652378
700	43	OutOfFocus	0.0
701	43	Polylobed	0.08988612036213321
702	43	Prometaphase	0.0
703	43	SmallIrregular	0.0
704	44	ADCCM	4.46401479502702e-08
705	44	Anaphase	0.0
706	44	Apoptosis	0.012454217897960619
707	44	Artefact	0.02654984034491031
708	44	Binuclear	0.0858259522176396
709	44	Elongated	0.030950834492345904
710	44	Grape	0.049581301136922704
711	44	Hole	0.013695504477977878
712	44	Interphase	0.0
713	44	Large	0.004754600871019264
714	44	Metaphase	0.006361122279083763
715	44	MetaphaseAlignment	0.07264454040857869
716	44	OutOfFocus	0.0
717	44	Polylobed	0.013847311183225793
718	44	Prometaphase	0.0
719	44	SmallIrregular	0.0
720	45	ADCCM	0.01834744139730844
721	45	Anaphase	0.0
722	45	Apoptosis	0.02030010675970377
723	45	Artefact	0.0
724	45	Binuclear	0.002020949646221142
725	45	Elongated	0.0
726	45	Grape	0.02587247924241569
727	45	Hole	0.0
728	45	Interphase	0.0
729	45	Large	0.018008222286382523
730	45	Metaphase	0.012843041515658665
731	45	MetaphaseAlignment	2.2899901445171878e-07
732	45	OutOfFocus	0.0
733	45	Polylobed	0.0357713922706668
734	45	Prometaphase	0.0011358701620420293
735	45	SmallIrregular	0.0007450052186570873
736	46	ADCCM	0.016074519699163927
737	46	Anaphase	0.0
738	46	Apoptosis	0.011638981325630569
739	46	Artefact	0.033741103416073594
740	46	Binuclear	0.03315740929317672
741	46	Elongated	0.06576456550528234
742	46	Grape	7.193480361260647e-08
743	46	Hole	0.024816595520318382
744	46	Interphase	0.05672413969445896
745	46	Large	0.0
746	46	Metaphase	0.027023829694509897
747	46	MetaphaseAlignment	7.13581418450309e-09
748	46	OutOfFocus	0.007794592848713429
749	46	Polylobed	0.013321142616976828
750	46	Prometaphase	0.04825307627374577
751	46	SmallIrregular	0.033043228836291426
752	47	ADCCM	0.019778502656206853
753	47	Anaphase	0.030148132649267363
754	47	Apoptosis	0.010535653205295944
755	47	Artefact	0.04579659914434534
756	47	Binuclear	0.05269651455431731
757	47	Elongated	0.0325290215086034
758	47	Grape	0.04855072831405684
759	47	Hole	0.014259764249656429
760	47	Interphase	0.0263498288832704
761	47	Large	0.03225233796068365
762	47	Metaphase	0.020755743216763406
763	47	MetaphaseAlignment	0.04347972767582737
